"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2019-02-26 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_ggtl0rfl"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,33,12,9,8,5,0.15151515151515,2,0.25757575757576,88
MX,Mexico,23/-102,16,7,6,4,2,0.125,1,0.296875,43
BA,"Bosnia and Herzegovina",44.25/17.83333,8,8,8,6,1,0.125,1,0.71875,12
AR,Argentina,'-34/-64,4,1,1,1,0,0,1,0.1875,4
US,"United States",39.76/-98.5,3,1,1,1,0,0,1,0.25,4
EC,Ecuador,'-1.25/-78.25,2,0,0,0,0,0,1,0,4
DE,Germany,51.5/10.5,2,2,2,2,0,0,1,0.75,2
IT,Italy,42.83333/12.83333,2,1,1,1,1,0.5,1,0.5,2
UY,Uruguay,'-33/-56,2,2,0,0,0,0,1,0.25,5
BO,"Bolivia, Plurinational State of",'-17/-65,1,1,1,0,0,0,1,0.5,3
CL,Chile,'-30/-71,1,0,0,0,0,0,1,0,1
CR,"Costa Rica",10/-84,1,0,0,0,0,0,1,0,3
DO,"Dominican Republic",19/-70.66667,1,1,1,1,0,0,1,0.75,2
GE,Georgia,41.99998/43.4999,1,1,1,1,0,0,1,0.75,1
KR,"Korea, Republic of",36.5/127.75,1,0,0,0,0,0,1,0,1
LU,Luxembourg,49.75/6.16667,1,1,1,1,1,1,1,1,1
PE,Peru,'-10/-75.25,1,0,0,0,0,0,1,0,1
RS,Serbia,44.81892/20.45998,1,1,1,1,0,0,1,0.75,1
ES,Spain,40/-4,1,1,1,1,0,0,1,0.75,1
SE,Sweden,62/15,1,0,0,0,0,0,1,0,1
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,1
GT,Guatemala,15.5/-90.25,0,0,0,0,0,0,0,0,1

