"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-07-21 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_82j51qfp"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,88,70,66,64,25,0.28409090909091,1,0.63920454545455,192
PE,Peru,'-10/-75.25,49,40,39,38,16,0.3265306122449,1,0.67857142857143,67
AR,Argentina,'-34/-64,17,13,13,13,5,0.29411764705882,1,0.64705882352941,23
MX,Mexico,23/-102,9,9,9,9,2,0.22222222222222,1,0.80555555555556,17
UY,Uruguay,'-33/-56,4,4,4,4,2,0.5,1,0.875,13
CL,Chile,'-30/-71,3,2,2,2,0,0,1,0.5,4
BR,Brazil,'-10/-55,2,1,1,1,0,0,1,0.375,4
EC,Ecuador,'-1.25/-78.25,2,1,1,1,0,0,1,0.375,3
BO,"Bolivia, Plurinational State of",'-17/-65,1,0,0,0,0,0,1,0,1
PA,Panama,9/-80,1,1,1,1,0,0,1,0.75,1
ES,Spain,40/-4,1,1,1,1,0,0,1,0.75,7
FI,Finland,64/26,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,1
SE,Sweden,62/15,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,2
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,3
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,1

