"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-06-12 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_26ydo55p"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,178,123,93,79,42,0.23595505617978,2,0.47331460674157,361
US,"United States",39.76/-98.5,1,1,1,1,0,0,1,0.75,4
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,13
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,13
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,7
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,1
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,2
EC,Ecuador,'-1.25/-78.25,0,0,0,0,0,0,0,0,12
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,1
MX,Mexico,23/-102,0,0,0,0,0,0,0,0,18
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,3
PA,Panama,9/-80,0,0,0,0,0,0,0,0,9
PE,Peru,'-10/-75.25,0,0,0,0,0,0,0,0,14
PL,Poland,52/20,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
SE,Sweden,62/15,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,3
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,9
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,2

