"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-04-04 05:00:00 - 2020-08-02 04:59:59 (GMT)"
"Filtered entries: 0_yf0vvxo4"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,174,133,110,99,57,0.32758620689655,2,0.57327586206897,266
EC,Ecuador,'-1.25/-78.25,114,79,66,60,43,0.37719298245614,1,0.54385964912281,162
BR,Brazil,'-10/-55,49,38,32,27,20,0.40816326530612,1,0.5969387755102,92
AR,Argentina,'-34/-64,29,21,20,14,8,0.27586206896552,1,0.54310344827586,66
MX,Mexico,23/-102,22,16,16,13,9,0.40909090909091,2,0.61363636363636,34
PE,Peru,'-10/-75.25,17,14,11,7,3,0.17647058823529,1,0.51470588235294,30
UY,Uruguay,'-33/-56,14,8,7,6,4,0.28571428571429,1,0.44642857142857,20
CL,Chile,'-30/-71,5,2,2,2,2,0.4,1,0.4,9
CR,"Costa Rica",10/-84,4,3,2,2,2,0.5,1,0.5625,6
BO,"Bolivia, Plurinational State of",'-17/-65,2,1,1,1,1,0.5,1,0.5,2
ES,Spain,40/-4,2,0,0,0,0,0,1,0,10
CA,Canada,60.10867/-113.64258,1,0,0,0,0,0,1,0,7
NO,Norway,62/10,1,1,1,1,1,1,1,1,1
PA,Panama,9/-80,1,0,0,0,0,0,1,0,1
PT,Portugal,39.6945/-8.13057,1,1,1,1,1,1,1,1,5
VE,"Venezuela, Bolivarian Republic of",8/-66,1,0,0,0,0,0,1,0,4
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,1
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,6
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,4
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,6
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,15

