"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-06-10 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_1t8z62er"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,150,119,105,99,38,0.25333333333333,2,0.60166666666667,283
US,"United States",39.76/-98.5,1,1,1,1,0,0,1,0.75,10
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,8
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,6
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,7
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,3
DO,"Dominican Republic",19/-70.66667,0,0,0,0,0,0,0,0,1
EC,Ecuador,'-1.25/-78.25,0,0,0,0,0,0,0,0,6
MX,Mexico,23/-102,0,0,0,0,0,0,0,0,20
PA,Panama,9/-80,0,0,0,0,0,0,0,0,7
PE,Peru,'-10/-75.25,0,0,0,0,0,0,0,0,11
PL,Poland,52/20,0,0,0,0,0,0,0,0,2
PR,"Puerto Rico",18.24829/-66.49989,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,2

