"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_8iyk70sw"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,351,234,204,174,92,0.26210826210826,2,0.5014245014245,665
MX,Mexico,23/-102,30,14,13,12,4,0.13333333333333,1,0.35833333333333,73
AR,Argentina,'-34/-64,13,7,7,6,5,0.38461538461538,1,0.48076923076923,26
BR,Brazil,'-10/-55,12,5,5,4,2,0.16666666666667,1,0.33333333333333,26
PE,Peru,'-10/-75.25,12,8,5,5,2,0.16666666666667,1,0.41666666666667,20
EC,Ecuador,'-1.25/-78.25,7,5,2,2,1,0.14285714285714,1,0.35714285714286,7
UY,Uruguay,'-33/-56,2,1,1,1,1,0.5,1,0.5,5
CL,Chile,'-30/-71,1,1,1,1,0,0,1,0.75,4
DO,"Dominican Republic",19/-70.66667,1,1,1,1,0,0,1,0.75,2
FR,France,46/2,1,1,1,1,1,1,1,1,7
PA,Panama,9/-80,1,1,1,1,0,0,1,0.75,2
ES,Spain,40/-4,1,0,0,0,0,0,1,0,3
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,1
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,2
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,1
HU,Hungary,47/20,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,3
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,5
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,10
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,2

