"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-02-28 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_n58kp0mx"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,153,85,69,58,43,0.28104575163399,2,0.41666666666667,288
AR,Argentina,'-34/-64,11,4,3,2,2,0.18181818181818,1,0.25,22
MX,Mexico,23/-102,10,6,4,4,3,0.3,1,0.425,14
BR,Brazil,'-10/-55,7,0,0,0,0,0,1,0,11
EC,Ecuador,'-1.25/-78.25,4,1,1,1,1,0.25,1,0.25,7
SG,Singapore,1.36667/103.8,1,0,0,0,0,0,1,0,1
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,1
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,1
CZ,"Czech Republic",49.75/15,0,0,0,0,0,0,0,0,3
ES,Spain,40/-4,0,0,0,0,0,0,0,0,3
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,4
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,1

