"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-08-04 05:00:00 - 2020-08-02 04:59:59 (GMT)"
"Filtered entries: 0_0seoad1a"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
UY,Uruguay,'-33/-56,66,46,34,32,14,0.21212121212121,1,0.47727272727273,111
CO,Colombia,4/-73.25,19,6,3,3,0,0,2,0.15789473684211,85
AR,Argentina,'-34/-64,12,8,5,5,2,0.16666666666667,1,0.41666666666667,32
MX,Mexico,23/-102,11,2,1,1,0,0,2,0.090909090909091,27
BR,Brazil,'-10/-55,7,1,1,1,1,0.14285714285714,1,0.14285714285714,20
PE,Peru,'-10/-75.25,5,2,2,1,0,0,1,0.25,13
EC,Ecuador,'-1.25/-78.25,4,1,1,1,0,0,1,0.1875,15
CL,Chile,'-30/-71,1,0,0,0,0,0,1,0,5
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,1
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
SV,"El Salvador",13.83333/-88.91667,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,3
ES,Spain,40/-4,0,0,0,0,0,0,0,0,3
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,4

