"# ------------------------------------"
"Report: Top Domains"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_q8877ly4"
"# ------------------------------------"
object_id,domain_name,count_plays,sum_time_viewed,avg_time_viewed,count_loads,load_play_ratio,avg_view_drop_off,avg_completion_rate
retinalatina.org,retinalatina.org,379,4079.6666666667,10.764291996482,693,0.54689754689755,0.39511873350923,0
www.retinalatina.org,www.retinalatina.org,290,3460.0666666667,11.931264367816,520,0.55769230769231,0.43793103448276,0
Unknown,Unknown,7,102.16666666667,14.595238095238,11,0.63636363636364,0.53571428571429,0
cinemacortos.blogspot.com.co,cinemacortos.blogspot.com.co,4,0,0,4,1,0,0
www.kaltura.com,www.kaltura.com,3,27.25,9.0833333333333,5,0.6,0.33333333333333,0
kmc.kaltura.com,kmc.kaltura.com,1,0,0,5,0.2,0,0
192.168.1.100,192.168.1.100,0,0,0,1,0,0,0
localhost,localhost,0,0,0,6,0,0,0
reti.na,reti.na,0,0,0,2,0,0,0

