"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-05-24 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_m432cmp3"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
EC,Ecuador,'-1.25/-78.25,85,39,34,25,11,0.12941176470588,1,0.32058823529412,119
CO,Colombia,4/-73.25,25,11,9,7,0,0,2,0.27,73
PE,Peru,'-10/-75.25,15,8,6,5,1,0.066666666666667,1,0.33333333333333,26
MX,Mexico,23/-102,8,5,5,5,3,0.375,1,0.5625,13
AR,Argentina,'-34/-64,2,1,1,1,0,0,1,0.375,25
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,1
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,2
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,43
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,1
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,5
DO,"Dominican Republic",19/-70.66667,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,1
NI,Nicaragua,13/-85,0,0,0,0,0,0,0,0,1
NO,Norway,62/10,0,0,0,0,0,0,0,0,1
RU,"Russian Federation",60/100,0,0,0,0,0,0,0,0,1
SG,Singapore,1.36667/103.8,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,4
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,2
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,9
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,3

