"# ------------------------------------"
"Report: Publisher Bandwidth"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"# ------------------------------------"
id,bandwidth_consumption,average_storage,peak_storage,added_storage,deleted_storage,combined_bandwidth_storage,transcoding_consumption
20200201,224799.79700184,1319833.9665546,1319833.9665546,0,0,1544633.7635565,0
20200202,215859.31178284,1319833.9665546,1319833.9665546,0,0,1535693.2783375,0
20200203,162316.732934,1319833.9665546,1319833.9665546,0,0,1482150.6994886,0
20200204,184348.50178337,1319833.9665546,1319833.9665546,0,0,1504182.468338,0
20200205,161065.81780529,1319833.9665546,1319833.9665546,0,0,1480899.7843599,0
20200206,169395.3906889,1319833.9665546,1319833.9665546,0,0,1489229.3572435,0
20200207,155374.33551407,1319833.9665546,1319833.9665546,0,0,1475208.3020687,0
20200208,202467.47925091,1319833.9665546,1319833.9665546,0,0,1522301.4458055,0
20200209,188038.81891727,1319833.9665546,1319833.9665546,0,0,1507872.7854719,0
20200210,186021.79433727,1319833.9665546,1319833.9665546,0,0,1505855.7608919,0
20200211,146235.51063442,1319833.9665546,1319833.9665546,0,0,1466069.4771891,0
20200212,234912.81101131,1319833.9665546,1319833.9665546,0,0,1554746.777566,0
20200213,150776.4555397,1322240.1841984,1322240.1841984,2406.2176437378,1311.4897785187,1473016.6397381,1558.3998441696
20200214,198645.18342876,1320928.6944199,1320928.6944199,0,0,1519573.8778486,0
20200215,151352.585989,1320928.6944199,1320928.6944199,0,0,1472281.2804089,0
20200216,241043.53309345,1320928.6944199,1320928.6944199,0,0,1561972.2275133,0
20200217,196483.37858391,1320928.6944199,1320928.6944199,0,0,1517412.0730038,0
20200218,159906.35970402,1320928.6944199,1320928.6944199,0,0,1480835.0541239,0
20200219,157833.40855885,1320928.6944199,1320928.6944199,0,0,1478762.1029787,0
20200220,136112.81417751,1320928.6944199,1320928.6944199,0,0,1457041.5085974,0
20200221,149579.49662209,1320928.6944199,1320928.6944199,0,0,1470508.1910419,0
20200222,225511.52107906,1320928.6944199,1320928.6944199,0,0,1546440.2154989,0
20200223,248927.91019058,1320928.6944199,1320928.6944199,0,0,1569856.6046104,0
20200224,185894.83373642,1320928.6944199,1320928.6944199,0,0,1506823.5281563,0
20200225,174741.31689358,1320928.6944199,1320928.6944199,0,0,1495670.0113134,0
20200226,167093.56797218,1320928.6944199,1320928.6944199,0,0,1488022.262392,0
20200227,231738.9036274,1320928.6944199,1320928.6944199,0,0,1552667.5980473,0
20200228,192181.88801098,1320928.6944199,1320928.6944199,0,0,1513110.5824308,0
20200229,212366.44806671,1320928.6944199,1320928.6944199,0,0,1533295.1424866,0
20200301,274422.15030003,1320928.6944199,1320928.6944199,0,0,1595350.8447199,0
20200302,180119.06173706,1320928.6944199,1320928.6944199,0,0,1501047.7561569,0
20200303,134313.25291538,1336146.1855373,1336146.1855373,15217.491117477,8047.633441925,1470459.4384527,7169.8576755524
20200304,183126.32841396,1339053.043438,1339053.043438,10954.491342545,0,1522179.3718519,2469.7854337692
20200305,171655.59652328,1343642.6752462,1343642.6752462,4589.6318082809,8484.7059087753,1515298.2717695,4589.6318082809
20200306,194149.14778805,1335157.9693375,1335157.9693375,0,0,1529307.1171255,0
20200307,209796.24103069,1335157.9693375,1335157.9693375,0,0,1544954.2103682,0
20200308,289608.98843575,1335157.9693375,1335157.9693375,0,0,1624766.9577732,0
20200309,166439.72331619,1335157.9693375,1335157.9693375,0,0,1501597.6926537,0
20200310,259015.02814579,1335157.9693375,1335157.9693375,0,0,1594172.9974833,0
20200311,221799.47511005,1335438.9801836,1335438.9801836,281.010846138,0,1557238.4552937,281.010846138
20200312,288448.74388027,1341247.0070162,1341247.0070162,5808.0268325806,0,1629695.7508965,5808.0268325806
20200313,347994.71947575,1341247.0070162,1341247.0070162,0,0,1689241.7264919,0
20200314,482976.68872452,1341247.0070162,1341247.0070162,0,0,1824223.6957407,0
20200315,770802.79742527,1341247.0070162,1341247.0070162,0,0,2112049.8044415,0
20200316,1078837.3506546,1341247.0070162,1341247.0070162,0,0,2420084.3576708,0
20200317,1641165.7357244,1341247.0070162,1341247.0070162,0,0,2982412.7427406,0
20200318,1626999.38692,1341247.0070162,1341247.0070162,0,0,2968246.3939362,0
20200319,1708478.9625578,1341247.0070162,1341247.0070162,0,0,3049725.969574,0
20200320,2059286.6391354,1349774.2121277,1349774.2121277,8527.2051115036,5961.5280504227,3409060.851263,2565.6770610809
20200321,2727407.3565044,1343812.6840773,1343812.6840773,0,0,4071220.0405817,0
20200322,3463670.093257,1343812.6840773,1343812.6840773,0,0,4807482.7773342,0
20200323,3310277.209794,1344020.9499741,1344020.9499741,208.26589679718,0,4654298.1597681,208.26589679718
20200324,2240691.3448019,1357692.0850182,1357692.0850182,13671.135044098,0,3598383.4298201,13671.135044098
20200325,2355828.3704834,1357692.0850182,1357692.0850182,0,0,3713520.4555016,0
20200326,2076138.2454252,1383231.1693687,1383231.1693687,25539.084350586,0,3459369.414794,13077.31232357
20200327,1933388.0449133,1394317.6820822,1394317.6820822,11086.512713432,19435.690835953,3327705.7269955,11086.512713432
20200328,2337516.2307014,1374881.9912462,1374881.9912462,0,0,3712398.2219477,0
20200329,2203329.7938137,1374881.9912462,1374881.9912462,0,0,3578211.7850599,0
20200330,1606957.4626341,1374881.9912462,1374881.9912462,0,0,2981839.4538803,0
20200331,1529943.4937544,1374881.9912462,1374881.9912462,0,0,2904825.4850006,0
20200401,1547111.5787802,1374881.9912462,1374881.9912462,0,0,2921993.5700264,0
20200402,1478196.0424004,1375555.8205395,1375555.8205395,673.82929325104,4409.2427663803,2853751.8629398,673.82929325104
20200403,1448620.187397,1371146.5777731,1371146.5777731,0,0,2819766.7651701,0
20200404,1866598.8880749,1371146.5777731,1371146.5777731,0,0,3237745.465848,0
20200405,6738494.2387571,1371146.5777731,1371146.5777731,0,0,8109640.8165302,0
20200406,2151688.7000799,1371146.5777731,1371146.5777731,0,0,3522835.277853,0
20200407,1821683.7649136,1371146.5777731,1371146.5777731,0,0,3192830.3426867,0
20200408,2319867.5805035,1371146.5777731,1371146.5777731,0,0,3691014.1582766,0
20200409,2636269.3898954,1371146.5777731,1371146.5777731,0,0,4007415.9676685,0
20200410,2713235.7445898,1371146.5777731,1371146.5777731,0,0,4084382.3223629,0
20200411,1884294.8842306,1371146.5777731,1371146.5777731,0,0,3255441.4620037,0
20200412,1650877.1363678,1371146.5777731,1371146.5777731,0,0,3022023.7141409,0
20200413,1164621.3651772,1381520.45576,1381520.45576,10373.877986908,5881.8060245514,2546141.8209372,4492.0719623566
20200414,1214126.61343,1376042.2699804,1376042.2699804,403.62024497986,0,2590168.8834105,403.62024497986
20200415,1216679.1212969,1376042.2699804,1376042.2699804,0,0,2592721.3912773,0
20200416,1098959.3184919,1384565.2617226,1384565.2617226,8522.9917421341,0,2483524.5802145,3624.3270015717
20200417,1065039.7326031,1400180.2791796,1400180.2791796,15615.017457008,12129.107926369,2465220.0117826,8384.5742712021
20200418,1257043.0451565,1388051.1712532,1388051.1712532,0,0,2645094.2164097,0
20200419,1303393.4422073,1388051.1712532,1388051.1712532,0,0,2691444.6134605,0
20200420,955121.12020302,1388051.1712532,1388051.1712532,0,0,2343172.2914562,0
20200421,1065935.9305267,1388051.1712532,1388051.1712532,0,0,2453987.1017799,0
20200422,1129033.6397161,1388051.1712532,1388051.1712532,0,0,2517084.8109694,0
20200423,850768.17954731,1388051.1712532,1388051.1712532,0,0,2238819.3508005,0
20200424,809801.1658392,1388051.1712532,1388051.1712532,0,0,2197852.3370924,0
20200425,1191549.1584673,1388051.1712532,1388051.1712532,0,0,2579600.3297205,0
20200426,1949673.9269161,1388051.1712532,1388051.1712532,0,0,3337725.0981693,0
20200427,1610922.0574331,1388051.1712532,1388051.1712532,0,0,2998973.2286863,0
20200428,1171998.5080347,1403159.4849424,1403159.4849424,15108.313689232,0,2575157.9929771,7817.5165615082
20200429,1055834.1008101,1404982.8799019,1404982.8799019,1823.3949594498,6485.5118646622,2460816.9807119,1823.3949594498
20200430,1056255.0372972,1398525.2690458,1398525.2690458,27.901008605957,805.28526306152,2454780.3063431,27.901008605957
20200501,1141160.4908934,1397719.9837828,1397719.9837828,0,0,2538880.4746761,0
20200502,1079127.6327047,1397719.9837828,1397719.9837828,0,0,2476847.6164875,0
20200503,1031701.1977959,1397719.9837828,1397719.9837828,0,0,2429421.1815786,0
20200504,708458.0447998,1397719.9837828,1397719.9837828,0,0,2106178.0285826,0
20200505,717085.21561337,1436314.7716265,1436314.7716265,38594.787843704,11638.04175663,2153399.9872398,20196.333535194
20200506,498652.23983288,1427629.5371065,1427629.5371065,2952.8072366714,6785.659236908,1926281.7769394,2952.8072366714
20200507,478968.43357468,1420843.8778696,1420843.8778696,0,0,1899812.3114443,0
20200508,563370.05720234,1420843.8778696,1420843.8778696,0,0,1984213.9350719,0
20200509,648309.96460629,1420843.8778696,1420843.8778696,0,0,2069153.8424759,0
20200510,692360.94039917,1420843.8778696,1420843.8778696,0,0,2113204.8182688,0
20200511,631152.61261177,1423698.6575804,1423698.6575804,2854.7797107697,0,2054851.2701921,2854.7797107697
20200512,698093.93336678,1423698.6575804,1423698.6575804,0,0,2121792.5909472,0
20200513,805337.01912308,1423698.6575804,1423698.6575804,0,0,2229035.6767035,0
20200514,849989.14064407,1437417.0235376,1437417.0235376,13718.36595726,1156.3740997314,2287406.1641817,1024.0709495544
20200515,783502.26762867,1440635.6546326,1440635.6546326,4375.005194664,18307.452671051,2224137.9222612,3350.9342451096
20200516,865334.44729519,1422328.2019615,1422328.2019615,0,0,2287662.6492567,0
20200517,917434.54682159,1422328.2019615,1422328.2019615,0,0,2339762.7487831,0
20200518,510575.64933586,1422328.2019615,1422328.2019615,0,0,1932903.8512974,0
20200519,524967.02316952,1422328.2019615,1422328.2019615,0,0,1947295.225131,0
20200520,533879.24101257,1422328.2019615,1422328.2019615,0,0,1956207.4429741,0
20200521,628745.15730858,1426823.4624968,1426823.4624968,4495.2605352402,0,2055568.6198053,4495.2605352402
20200522,582265.59654808,1426823.4624968,1426823.4624968,0,0,2009089.0590448,0
20200523,852834.47497463,1426823.4624968,1426823.4624968,0,0,2279657.9374714,0
20200524,1065437.9510784,1426823.4624968,1426823.4624968,0,0,2492261.4135752,0
20200525,697877.70614529,1427254.0807915,1427254.0807915,430.61829471588,421.55558300018,2125131.7869368,430.61829471588
20200526,476772.07053947,1427915.6060009,1427915.6060009,1083.0807924271,0,1904687.6765404,1083.0807924271
20200527,524931.66298294,1428493.7603178,1428493.7603178,578.15431690216,768.25149250031,1953425.4233007,578.15431690216
20200528,530339.1074276,1431536.8071079,1431536.8071079,3811.2982826233,0,1961875.9145355,3811.2982826233
20200529,571247.79353046,1431536.8071079,1431536.8071079,0,0,2002784.6006384,0
20200530,687483.90245438,1431536.8071079,1431536.8071079,0,3811.0689630508,2119020.7095623,0
20200531,648978.81000423,1427725.7381449,1427725.7381449,0,0,2076704.5481491,0
20200601,376692.47995567,1427725.7381449,1427725.7381449,0,0,1804418.2181005,0
20200602,399731.64181709,1427725.7381449,1427725.7381449,0,0,1827457.379962,0
20200603,396356.85197735,1434464.9932022,1434464.9932022,6739.2550573349,0,1830821.8451796,6739.2550573349
20200604,348555.32082653,1437793.6369829,1437793.6369829,3328.6437807083,0,1786348.9578094,1746.8039321899
20200605,399058.46870708,1437793.6369829,1437793.6369829,0,0,1836852.10569,0
20200606,605279.86527538,1439091.9772329,1439091.9772329,1298.3402500153,1581.8398485184,2044371.8425083,1298.3402500153
20200607,667895.37321758,1437510.1373844,1437510.1373844,0,0,2105405.510602,0
20200608,341649.68905449,1437510.1373844,1437510.1373844,0,0,1779159.8264389,0
20200609,404956.59564209,1437510.1373844,1437510.1373844,0,0,1842466.7330265,0
20200610,364713.67791557,1456825.5846052,1456825.5846052,19315.447220802,3522.7901802063,1821539.2625208,15792.657040596
20200611,300199.18728447,1453306.0873661,1453306.0873661,3.2929410934448,0,1753505.2746506,0
20200612,435072.29724693,1457487.190546,1457487.190546,4181.1031799316,0,1892559.487793,2660.3089475632
20200613,462474.28718567,1457487.190546,1457487.190546,0,0,1919961.4777317,0
20200614,550233.21218204,1459196.6610136,1459196.6610136,1709.4704675674,1520.7942323685,2009429.8731956,1709.4704675674
20200615,442049.11521912,1457675.8667812,1457675.8667812,0,0,1899724.9820004,0
20200616,362553.23965168,1464713.5229597,1464713.5229597,7037.6561784744,0,1827266.7626114,3938.8434877396
20200617,332046.77929592,1464713.5229597,1464713.5229597,0,0,1796760.3022556,0
20200618,407597.06687832,1475438.9784155,1475438.9784155,10725.45545578,7791.1227836609,1883036.0452938,6033.145362854
20200619,391085.12701225,1467647.8556318,1467647.8556318,0,0,1858732.9826441,0
20200620,605551.31330204,1467647.8556318,1467647.8556318,0,0,2073199.1689339,0
20200621,545172.8743124,1467647.8556318,1467647.8556318,0,0,2012820.7299442,0
20200622,487935.63435078,1467647.8556318,1467647.8556318,0,0,1955583.4899826,0
20200623,576379.32066345,1467647.8556318,1467647.8556318,0,0,2044027.1762953,0
20200624,552855.83980179,1467647.8556318,1467647.8556318,0,0,2020503.6954336,0
20200625,564026.1743021,1467648.9884815,1467648.9884815,1.1328496932983,0,2031675.1627836,0
20200626,421611.52437305,1467648.9884815,1467648.9884815,0,0,1889260.5128546,0
20200627,368447.39029026,1467648.9884815,1467648.9884815,0,0,1836096.3787718,0
20200628,447186.98408794,1467648.9884815,1467648.9884815,0,0,1914835.9725695,0
20200629,325178.07639599,1469752.5281324,1469752.5281324,2103.5396509171,0,1794930.6045284,2103.5396509171
20200630,285881.43533134,1478302.0480022,1478302.0480022,8549.5198698044,0,1764183.4833336,2163.5135164261
20200701,217886.58686066,1480278.9563274,1480278.9563274,1976.9083251953,6386.0063533783,1698165.5431881,1976.9083251953
20200702,262801.03488731,1473892.9499741,1473892.9499741,0,0,1736693.9848614,0
20200703,292985.7119112,1485300.3115339,1485300.3115339,11407.361559868,12894.494468689,1778286.0234451,5287.2119827271
20200704,387860.5288744,1472405.8170652,1472405.8170652,0,821.80715370178,1860266.3459396,0
20200705,397859.36676693,1471584.0099115,1471584.0099115,0,0,1869443.3766785,0
20200706,303661.40613174,1471584.0099115,1471584.0099115,0,6174.5470876694,1775245.4160433,0
20200707,275949.77696514,1465409.4628239,1465409.4628239,0,0,1741359.239789,0
20200708,265352.52017498,1465409.4628239,1465409.4628239,0,0,1730761.9829988,0
20200709,256938.33430672,1465409.4628239,1465409.4628239,0,0,1722347.7971306,0
20200710,317387.98368073,1465409.4628239,1465409.4628239,0,0,1782797.4465046,0
20200711,428351.37320137,1465409.4628239,1465409.4628239,0,0,1893760.8360252,0
20200712,382353.92097759,1465409.4628239,1465409.4628239,0,0,1847763.3838015,0
20200713,292743.70179558,1465409.4628239,1465409.4628239,0,0,1758153.1646194,0
20200714,272302.89662838,1465409.4628239,1465409.4628239,0,0,1737712.3594522,0
20200715,253592.58069706,1465409.4628239,1465409.4628239,0,0,1719002.0435209,0
20200716,267115.33277893,1465409.4628239,1465409.4628239,0,0,1732524.7956028,0
20200717,304536.6475172,1465409.4628239,1465409.4628239,0,0,1769946.1103411,0
20200718,381060.83930492,1465409.4628239,1465409.4628239,0,0,1846470.3021288,0
20200719,495337.0469923,1465409.4628239,1465409.4628239,0,0,1960746.5098162,0
20200720,342673.04472446,1465409.4628239,1465409.4628239,0,0,1808082.5075483,0
20200721,328327.19763851,1465467.8691692,1465467.8691692,58.406345367432,0,1793795.0668077,58.406345367432
20200722,256449.50093842,1465467.8691692,1465467.8691692,0,0,1721917.3701077,0
20200723,284807.37423325,1466454.9714746,1466454.9714746,987.10230541229,0,1751262.3457079,987.10230541229
20200724,298001.70106411,1466454.9714746,1466454.9714746,0,0,1764456.6725388,0
20200725,433424.0349102,1466454.9714746,1466454.9714746,0,0,1899879.0063848,0
20200726,380511.73479462,1466454.9714746,1466454.9714746,0,0,1846966.7062693,0
20200727,276485.80355453,1466454.9714746,1466454.9714746,0,0,1742940.7750292,0
20200728,283734.05343723,1466454.9714746,1466454.9714746,0,0,1750189.0249119,0
20200729,59254.305391312,1466454.9714746,1466454.9714746,0,0,1525709.276866,0
20200730,0,1466454.9714746,1466454.9714746,0,0,1466454.9714746,0
20200731,0,1466454.9714746,1466454.9714746,0,0,1466454.9714746,0
20200801,0,1466454.9714746,1466454.9714746,0,0,1466454.9714746,0
