"# ------------------------------------"
"Report: End user"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"# ------------------------------------"
id,added_storage_mb,deleted_storage_mb,added_entries,deleted_entries,added_msecs,deleted_msecs,total_entries,total_storage_mb,total_msecs
20160227,0,0,0,0,0,0,62,225986.3005085,187589000
20160228,0,0,0,0,0,0,62,225986.3005085,187589000
20160229,21450.133547783,0,2,0,17467000,0,64,247436.43405628,205056000
20160301,6900.9229364395,0,1,0,5670000,0,65,254337.35699272,210726000
20160302,0,0,0,0,0,0,65,254337.35699272,210726000
20160303,0,0,0,0,0,0,65,254337.35699272,210726000
20160304,0,0,0,0,0,0,65,254337.35699272,210726000
20160305,0,0,0,0,0,0,65,254337.35699272,210726000
20160306,0,0,0,0,0,0,65,254337.35699272,210726000
20160307,0,0,0,0,0,0,65,254337.35699272,210726000
20160308,0,0,0,0,0,0,65,254337.35699272,210726000
20160309,0,0,0,0,0,0,65,254337.35699272,210726000
20160310,0,0,0,0,0,0,65,254337.35699272,210726000
20160311,0,0,0,0,0,0,65,254337.35699272,210726000
20160312,0,0,0,0,0,0,65,254337.35699272,210726000
20160313,0,0,0,0,0,0,65,254337.35699272,210726000
20160314,0,0,0,0,0,0,65,254337.35699272,210726000
20160315,0,0,0,0,0,0,65,254337.35699272,210726000
20160316,13399.834052086,0,2,0,11362000,0,67,267737.19104481,222088000
20160317,6068.6381788254,0,1,0,4908000,0,68,273805.82922363,226996000
20160318,0,0,0,0,0,0,68,273805.82922363,226996000
20160319,0,0,0,0,0,0,68,273805.82922363,226996000
20160320,0,0,0,0,0,0,68,273805.82922363,226996000
20160321,0,0,0,0,0,0,68,273805.82922363,226996000
20160322,7078.6801166534,0,2,0,5698000,0,70,280884.50934029,232694000
20160323,0,0,0,0,0,0,70,280884.50934029,232694000
20160324,0,0,0,0,0,0,70,280884.50934029,232694000
20160325,0,0,0,0,0,0,70,280884.50934029,232694000
20160326,0,0,0,0,0,0,70,280884.50934029,232694000
20160327,0,0,0,0,0,0,70,280884.50934029,232694000
20160328,0,0,0,0,0,0,70,280884.50934029,232694000
20160329,0,0,0,0,0,0,70,280884.50934029,232694000
20160330,0,0,0,0,0,0,70,280884.50934029,232694000
20160331,0,0,0,0,0,0,70,280884.50934029,232694000
20160401,0,0,0,0,0,0,70,280884.50934029,232694000
20160402,0,0,0,0,0,0,70,280884.50934029,232694000
20160403,0,0,0,0,0,0,70,280884.50934029,232694000
20160404,687.809009552,0,1,0,600000,0,71,281572.31834984,233294000
20160405,0,0,0,0,0,0,71,281572.31834984,233294000
20160406,0,0,0,0,0,0,71,281572.31834984,233294000
20160407,0,0,0,0,0,0,71,281572.31834984,233294000
20160408,0,0,0,0,0,0,71,281572.31834984,233294000
20160409,0,0,0,0,0,0,71,281572.31834984,233294000
20160410,0,0,0,0,0,0,71,281572.31834984,233294000
20160411,0,0,0,0,0,0,71,281572.31834984,233294000
20160412,0,0,0,0,0,0,71,281572.31834984,233294000
20160413,0,0,0,0,0,0,71,281572.31834984,233294000
20160414,0,0,0,0,0,0,71,281572.31834984,233294000
20160415,0,0,0,0,0,0,71,281572.31834984,233294000
20160416,0,0,0,0,0,0,71,281572.31834984,233294000
20160417,0,0,0,0,0,0,71,281572.31834984,233294000
20160418,0,0,0,0,0,0,71,281572.31834984,233294000
20160419,0,0,0,0,0,0,71,281572.31834984,233294000
20160420,0,0,0,0,0,0,71,281572.31834984,233294000
20160421,0,0,0,0,0,0,71,281572.31834984,233294000
20160422,0,0,0,0,0,0,71,281572.31834984,233294000
20160423,0,0,0,0,0,0,71,281572.31834984,233294000
20160424,0,0,0,0,0,0,71,281572.31834984,233294000
20160425,0,0,0,0,0,0,71,281572.31834984,233294000
20160426,0,0,0,0,0,0,71,281572.31834984,233294000
20160427,20589.88216114,0,4,0,17087000,0,75,302162.20051098,250381000
20160428,0,0,0,0,0,0,75,302162.20051098,250381000
20160429,0,0,0,0,0,0,75,302162.20051098,250381000
20160430,0,0,0,0,0,0,75,302162.20051098,250381000
20160501,0,0,0,0,0,0,75,302162.20051098,250381000
20160502,0,0,0,0,0,0,75,302162.20051098,250381000
20160503,0,0,0,0,0,0,75,302162.20051098,250381000
20160504,0,0,0,0,0,0,75,302162.20051098,250381000
20160505,0,0,0,0,0,0,75,302162.20051098,250381000
20160506,0,0,0,0,0,0,75,302162.20051098,250381000
20160507,0,0,0,0,0,0,75,302162.20051098,250381000
20160508,0,0,0,0,0,0,75,302162.20051098,250381000
20160509,0,0,0,0,0,0,75,302162.20051098,250381000
20160510,0,0,0,0,0,0,75,302162.20051098,250381000
20160511,0,0,0,0,0,0,75,302162.20051098,250381000
20160512,0,0,0,0,0,0,75,302162.20051098,250381000
20160513,0,0,0,0,0,0,75,302162.20051098,250381000
20160514,0,0,0,0,0,0,75,302162.20051098,250381000
20160515,0,0,0,0,0,0,75,302162.20051098,250381000
20160516,0,0,0,0,0,0,75,302162.20051098,250381000
20160517,0,0,0,0,0,0,75,302162.20051098,250381000
20160518,0,0,0,0,0,0,75,302162.20051098,250381000
20160519,0,0,0,0,0,0,75,302162.20051098,250381000
20160520,1794.4057645798,0,1,0,1445000,0,76,303956.60627556,251826000
20160521,0,0,0,0,0,0,76,303956.60627556,251826000
20160522,0,0,0,0,0,0,76,303956.60627556,251826000
20160523,0,0,0,0,0,0,76,303956.60627556,251826000
20160524,0,0,0,0,0,0,76,303956.60627556,251826000
20160525,0,0,0,0,0,0,76,303956.60627556,251826000
20160526,0,0,0,0,0,0,76,303956.60627556,251826000
20160527,11140.193889618,0,2,0,9152000,0,78,315096.80016518,260978000
20160528,0,0,0,0,0,0,78,315096.80016518,260978000
20160529,0,0,0,0,0,0,78,315096.80016518,260978000
20160530,0,0,0,0,0,0,78,315096.80016518,260978000
20160531,0,0,0,0,0,0,78,315096.80016518,260978000
20160601,0,0,0,0,0,0,78,315096.80016518,260978000
20160602,0,0,0,0,0,0,78,315096.80016518,260978000
20160603,0,0,0,0,0,0,78,315096.80016518,260978000
20160604,0,0,0,0,0,0,78,315096.80016518,260978000
20160605,0,0,0,0,0,0,78,315096.80016518,260978000
20160606,0,0,0,0,0,0,78,315096.80016518,260978000
20160607,0,0,0,0,0,0,78,315096.80016518,260978000
20160608,0,0,0,0,0,0,78,315096.80016518,260978000
20160609,0,0,0,0,0,0,78,315096.80016518,260978000
20160610,0,0,0,0,0,0,78,315096.80016518,260978000
20160611,0,0,0,0,0,0,78,315096.80016518,260978000
20160612,0,0,0,0,0,0,78,315096.80016518,260978000
20160613,0,0,0,0,0,0,78,315096.80016518,260978000
20160614,0,0,0,0,0,0,78,315096.80016518,260978000
20160615,0,0,0,0,0,0,78,315096.80016518,260978000
20160616,0,0,0,0,0,0,78,315096.80016518,260978000
20160617,0,0,0,0,0,0,78,315096.80016518,260978000
20160618,0,0,0,0,0,0,78,315096.80016518,260978000
20160619,0,0,0,0,0,0,78,315096.80016518,260978000
20160620,0,0,0,0,0,0,78,315096.80016518,260978000
20160621,0,0,0,0,0,0,78,315096.80016518,260978000
20160622,0,0,0,0,0,0,78,315096.80016518,260978000
20160623,0,0,0,0,0,0,78,315096.80016518,260978000
20160624,0,0,0,0,0,0,78,315096.80016518,260978000
20160625,0,0,0,0,0,0,78,315096.80016518,260978000
20160626,0,0,0,0,0,0,78,315096.80016518,260978000
20160627,4404.3073587418,0,2,0,5428000,0,80,319501.10752392,266406000
20160628,9361.4819889069,0,2,0,7714000,0,82,328862.58951283,274120000
20160629,0,0,0,0,0,0,82,328862.58951283,274120000
20160630,0,0,0,0,0,0,82,328862.58951283,274120000
20160701,7223.5374860764,0,1,0,5770000,0,83,336086.1269989,279890000
20160702,0,0,0,0,0,0,83,336086.1269989,279890000
20160703,0,0,0,0,0,0,83,336086.1269989,279890000
20160704,0,0,0,0,0,0,83,336086.1269989,279890000
20160705,4959.4420452118,0,1,0,4009000,0,84,341045.56904411,283899000
20160706,8621.9674139023,0,1,0,7034000,0,85,349667.53645802,290933000
20160707,0,0,0,0,0,0,85,349667.53645802,290933000
20160708,0,0,0,0,0,0,85,349667.53645802,290933000
20160709,0,0,0,0,0,0,85,349667.53645802,290933000
20160710,0,0,0,0,0,0,85,349667.53645802,290933000
20160711,0,0,0,0,0,0,85,349667.53645802,290933000
20160712,0,0,0,0,0,0,85,349667.53645802,290933000
20160713,0,0,0,0,0,0,85,349667.53645802,290933000
20160714,0,0,0,0,0,0,85,349667.53645802,290933000
20160715,0,0,0,0,0,0,85,349667.53645802,290933000
20160716,0,0,0,0,0,0,85,349667.53645802,290933000
20160717,0,0,0,0,0,0,85,349667.53645802,290933000
20160718,0,0,0,0,0,0,85,349667.53645802,290933000
20160719,0,0,0,0,0,0,85,349667.53645802,290933000
20160720,0,0,0,0,0,0,85,349667.53645802,290933000
20160721,0,0,0,0,0,0,85,349667.53645802,290933000
20160722,0,0,0,0,0,0,85,349667.53645802,290933000
20160723,0,0,0,0,0,0,85,349667.53645802,290933000
20160724,0,0,0,0,0,0,85,349667.53645802,290933000
20160725,0,0,0,0,0,0,85,349667.53645802,290933000
20160726,0,0,0,0,0,0,85,349667.53645802,290933000
20160727,0,0,0,0,0,0,85,349667.53645802,290933000
20160728,0,0,0,0,0,0,85,349667.53645802,290933000
20160729,0,0,0,0,0,0,85,349667.53645802,290933000
20160730,0,0,0,0,0,0,85,349667.53645802,290933000
20160731,0,0,0,0,0,0,85,349667.53645802,290933000
20160801,0,0,0,0,0,0,85,349667.53645802,290933000
20160802,3724.6447324753,0,1,0,3146000,0,86,353392.18119049,294079000
20160803,0,0,0,0,0,0,86,353392.18119049,294079000
20160804,9948.7478313446,0,3,0,12604000,0,89,363340.92902184,306683000
20160805,1367.905705452,0,1,0,5262000,0,90,364708.83472729,311945000
20160806,0,0,0,0,0,0,90,364708.83472729,311945000
20160807,0,0,0,0,0,0,90,364708.83472729,311945000
20160808,0,0,0,0,0,0,90,364708.83472729,311945000
20160809,0,0,0,0,0,0,90,364708.83472729,311945000
20160810,0,0,0,0,0,0,90,364708.83472729,311945000
20160811,0,0,0,0,0,0,90,364708.83472729,311945000
20160812,0,0,0,0,0,0,90,364708.83472729,311945000
20160813,0,0,0,0,0,0,90,364708.83472729,311945000
20160814,0,0,0,0,0,0,90,364708.83472729,311945000
20160815,0,0,0,0,0,0,90,364708.83472729,311945000
20160816,0,0,0,0,0,0,90,364708.83472729,311945000
20160817,0,0,0,0,0,0,90,364708.83472729,311945000
20160818,0,0,0,0,0,0,90,364708.83472729,311945000
20160819,0,0,0,0,0,0,90,364708.83472729,311945000
20160820,0,0,0,0,0,0,90,364708.83472729,311945000
20160821,0,0,0,0,0,0,90,364708.83472729,311945000
20160822,0,0,0,0,0,0,90,364708.83472729,311945000
20160823,0,0,0,0,0,0,90,364708.83472729,311945000
20160824,0,0,0,0,0,0,90,364708.83472729,311945000
20160825,8144.9725627899,0,2,0,10058000,0,92,372853.80729008,322003000
20160826,0,0,0,0,0,0,92,372853.80729008,322003000
20160827,0,0,0,0,0,0,92,372853.80729008,322003000
20160828,0,0,0,0,0,0,92,372853.80729008,322003000
20160829,0,0,0,0,0,0,92,372853.80729008,322003000
20160830,0,0,0,0,0,0,92,372853.80729008,322003000
20160831,0,0,0,0,0,0,92,372853.80729008,322003000
20160901,0,0,0,0,0,0,92,372853.80729008,322003000
20160902,0,0,0,0,0,0,92,372853.80729008,322003000
20160903,0,0,0,0,0,0,92,372853.80729008,322003000
20160904,0,0,0,0,0,0,92,372853.80729008,322003000
20160905,6713.4717750549,0,1,0,5431000,0,93,379567.27906513,327434000
20160906,0,0,0,0,0,0,93,379567.27906513,327434000
20160907,0,0,0,0,0,0,93,379567.27906513,327434000
20160908,0,0,0,0,0,0,93,379567.27906513,327434000
20160909,0,0,0,0,0,0,93,379567.27906513,327434000
20160910,0,0,0,0,0,0,93,379567.27906513,327434000
20160911,0,0,0,0,0,0,93,379567.27906513,327434000
20160912,0,0,0,0,0,0,93,379567.27906513,327434000
20160913,0,0,0,0,0,0,93,379567.27906513,327434000
20160914,0,0,0,0,0,0,93,379567.27906513,327434000
20160915,0,0,0,0,0,0,93,379567.27906513,327434000
20160916,0,0,0,0,0,0,93,379567.27906513,327434000
20160917,0,0,0,0,0,0,93,379567.27906513,327434000
20160918,0,0,0,0,0,0,93,379567.27906513,327434000
20160919,0,0,0,0,0,0,93,379567.27906513,327434000
20160920,0,0,0,0,0,0,93,379567.27906513,327434000
20160921,0,0,0,0,0,0,93,379567.27906513,327434000
20160922,2885.8297796249,0,3,0,5569000,0,96,382453.10884476,333003000
20160923,0,0,0,0,0,0,96,382453.10884476,333003000
20160924,0,0,0,0,0,0,96,382453.10884476,333003000
20160925,0,0,0,0,0,0,96,382453.10884476,333003000
20160926,0,0,0,0,0,0,96,382453.10884476,333003000
20160927,0,0,0,0,0,0,96,382453.10884476,333003000
20160928,5710.6723480225,0,8,0,16259000,0,104,388163.78119278,349262000
20160929,5781.2206497192,0,3,0,10223000,0,107,393945.0018425,359485000
20160930,0,0,0,0,0,0,107,393945.0018425,359485000
20161001,0,0,0,0,0,0,107,393945.0018425,359485000
20161002,0,0,0,0,0,0,107,393945.0018425,359485000
20161003,0,0,0,0,0,0,107,393945.0018425,359485000
20161004,0,0,0,0,0,0,107,393945.0018425,359485000
20161005,0,0,0,0,0,0,107,393945.0018425,359485000
20161006,4022.0515842438,0,3,0,7899000,0,110,397967.05342674,367384000
20161007,0,0,0,0,0,0,110,397967.05342674,367384000
20161008,0,0,0,0,0,0,110,397967.05342674,367384000
20161009,0,0,0,0,0,0,110,397967.05342674,367384000
20161010,0,0,0,0,0,0,110,397967.05342674,367384000
20161011,4180.6220569611,0,2,0,5983000,0,112,402147.6754837,373367000
20161012,4045.4323749542,0,1,0,5801000,0,113,406193.10785866,379168000
20161013,0,0,0,0,0,0,113,406193.10785866,379168000
20161014,0,0,0,0,0,0,113,406193.10785866,379168000
20161015,0,0,0,0,0,0,113,406193.10785866,379168000
20161016,0,0,0,0,0,0,113,406193.10785866,379168000
20161017,0,0,0,0,0,0,113,406193.10785866,379168000
20161018,10313.553828239,0,4,0,8785000,0,117,416506.6616869,387953000
20161019,0,0,0,0,0,0,117,416506.6616869,387953000
20161020,0,0,0,0,0,0,117,416506.6616869,387953000
20161021,0,0,0,0,0,0,117,416506.6616869,387953000
20161022,0,0,0,0,0,0,117,416506.6616869,387953000
20161023,0,0,0,0,0,0,117,416506.6616869,387953000
20161024,0,0,0,0,0,0,117,416506.6616869,387953000
20161025,0,0,0,0,0,0,117,416506.6616869,387953000
20161026,1562.2782802582,0,2,0,2159000,0,119,418068.93996716,390112000
20161027,0,0,0,0,0,0,119,418068.93996716,390112000
20161028,0,0,0,0,0,0,119,418068.93996716,390112000
20161029,0,0,0,0,0,0,119,418068.93996716,390112000
20161030,0,0,0,0,0,0,119,418068.93996716,390112000
20161031,0,0,0,0,0,0,119,418068.93996716,390112000
20161101,0,0,0,0,0,0,119,418068.93996716,390112000
20161102,0,0,0,0,0,0,119,418068.93996716,390112000
20161103,0,0,0,0,0,0,119,418068.93996716,390112000
20161104,0,0,0,0,0,0,119,418068.93996716,390112000
20161105,0,0,0,0,0,0,119,418068.93996716,390112000
20161106,0,0,0,0,0,0,119,418068.93996716,390112000
20161107,0,0,0,0,0,0,119,418068.93996716,390112000
20161108,0,0,0,0,0,0,119,418068.93996716,390112000
20161109,0,0,0,0,0,0,119,418068.93996716,390112000
20161110,0,0,0,0,0,0,119,418068.93996716,390112000
20161111,0,0,0,0,0,0,119,418068.93996716,390112000
20161112,0,0,0,0,0,0,119,418068.93996716,390112000
20161113,0,0,0,0,0,0,119,418068.93996716,390112000
20161114,0,0,0,0,0,0,119,418068.93996716,390112000
20161115,0,0,0,0,0,0,119,418068.93996716,390112000
20161116,0,0,0,0,0,0,119,418068.93996716,390112000
20161117,0,0,0,0,0,0,119,418068.93996716,390112000
20161118,0,0,0,0,0,0,119,418068.93996716,390112000
20161119,0,0,0,0,0,0,119,418068.93996716,390112000
20161120,0,0,0,0,0,0,119,418068.93996716,390112000
20161121,0,0,0,0,0,0,119,418068.93996716,390112000
20161122,1459.1647586823,0,6,0,4498000,0,125,419528.10472584,394610000
20161123,0,0,0,0,0,0,125,419528.10472584,394610000
20161124,0,0,0,0,0,0,125,419528.10472584,394610000
20161125,0,0,0,0,0,0,125,419528.10472584,394610000
20161126,0,0,0,0,0,0,125,419528.10472584,394610000
20161127,0,0,0,0,0,0,125,419528.10472584,394610000
20161128,0,0,0,0,0,0,125,419528.10472584,394610000
20161129,0,0,0,0,0,0,125,419528.10472584,394610000
20161130,8222.4276418686,0,1,0,6775000,0,126,427750.53236771,401385000
20161201,0,0,0,0,0,0,126,427750.53236771,401385000
20161202,0,0,0,0,0,0,126,427750.53236771,401385000
20161203,0,0,0,0,0,0,126,427750.53236771,401385000
20161204,0,0,0,0,0,0,126,427750.53236771,401385000
20161205,0,0,0,0,0,0,126,427750.53236771,401385000
20161206,0,0,0,0,0,0,126,427750.53236771,401385000
20161207,0,0,0,0,0,0,126,427750.53236771,401385000
20161208,0,0,0,0,0,0,126,427750.53236771,401385000
20161209,0,0,0,0,0,0,126,427750.53236771,401385000
20161210,0,0,0,0,0,0,126,427750.53236771,401385000
20161211,0,0,0,0,0,0,126,427750.53236771,401385000
20161212,0,0,0,0,0,0,126,427750.53236771,401385000
20161213,0,0,0,0,0,0,126,427750.53236771,401385000
20161214,0,0,0,0,0,0,126,427750.53236771,401385000
20161215,0,0,0,0,0,0,126,427750.53236771,401385000
20161216,0,0,0,0,0,0,126,427750.53236771,401385000
20161217,0,0,0,0,0,0,126,427750.53236771,401385000
20161218,0,0,0,0,0,0,126,427750.53236771,401385000
20161219,0,0,0,0,0,0,126,427750.53236771,401385000
20161220,0,0,0,0,0,0,126,427750.53236771,401385000
20161221,0,0,0,0,0,0,126,427750.53236771,401385000
20161222,0,0,0,0,0,0,126,427750.53236771,401385000
20161223,0,0,0,0,0,0,126,427750.53236771,401385000
20161224,0,0,0,0,0,0,126,427750.53236771,401385000
20161225,0,0,0,0,0,0,126,427750.53236771,401385000
20161226,0,0,0,0,0,0,126,427750.53236771,401385000
20161227,0,0,0,0,0,0,126,427750.53236771,401385000
20161228,0,0,0,0,0,0,126,427750.53236771,401385000
20161229,0,0,0,0,0,0,126,427750.53236771,401385000
20161230,0,0,0,0,0,0,126,427750.53236771,401385000
20161231,0,0,0,0,0,0,126,427750.53236771,401385000
20170101,0,0,0,0,0,0,126,427750.53236771,401385000
20170102,0,0,0,0,0,0,126,427750.53236771,401385000
20170103,0,0,0,0,0,0,126,427750.53236771,401385000
20170104,0,0,0,0,0,0,126,427750.53236771,401385000
20170105,0,0,0,0,0,0,126,427750.53236771,401385000
20170106,0,0,0,0,0,0,126,427750.53236771,401385000
20170107,0,0,0,0,0,0,126,427750.53236771,401385000
20170108,0,0,0,0,0,0,126,427750.53236771,401385000
20170109,0,0,0,0,0,0,126,427750.53236771,401385000
20170110,0,0,0,0,0,0,126,427750.53236771,401385000
20170111,0,0,0,0,0,0,126,427750.53236771,401385000
20170112,0,0,0,0,0,0,126,427750.53236771,401385000
20170113,1347.1307115555,0,1,0,3196000,0,127,429097.66307926,404581000
20170114,0,0,0,0,0,0,127,429097.66307926,404581000
20170115,0,0,0,0,0,0,127,429097.66307926,404581000
20170116,0,0,0,0,0,0,127,429097.66307926,404581000
20170117,0,0,0,0,0,0,127,429097.66307926,404581000
20170118,0,0,0,0,0,0,127,429097.66307926,404581000
20170119,44781.389204025,0,16,0,43590000,0,143,473879.05228329,448171000
20170120,0,0,0,0,0,0,143,473879.05228329,448171000
20170121,0,0,0,0,0,0,143,473879.05228329,448171000
20170122,0,0,0,0,0,0,143,473879.05228329,448171000
20170123,0,0,0,0,0,0,143,473879.05228329,448171000
20170124,0,0,0,0,0,0,143,473879.05228329,448171000
20170125,0,0,0,0,0,0,143,473879.05228329,448171000
20170126,0,0,0,0,0,0,143,473879.05228329,448171000
20170127,0,0,0,0,0,0,143,473879.05228329,448171000
20170128,0,0,0,0,0,0,143,473879.05228329,448171000
20170129,0,0,0,0,0,0,143,473879.05228329,448171000
20170130,5330.281370163,0,7,0,10335000,0,150,479209.33365345,458506000
20170131,0,0,0,0,0,0,150,479209.33365345,458506000
20170201,0,0,0,0,0,0,150,479209.33365345,458506000
20170202,0,0,0,0,0,0,150,479209.33365345,458506000
20170203,0,0,0,0,0,0,150,479209.33365345,458506000
20170204,0,0,0,0,0,0,150,479209.33365345,458506000
20170205,0,0,0,0,0,0,150,479209.33365345,458506000
20170206,0,0,0,0,0,0,150,479209.33365345,458506000
20170207,0,0,0,0,0,0,150,479209.33365345,458506000
20170208,0,0,0,0,0,0,150,479209.33365345,458506000
20170209,0,0,0,0,0,0,150,479209.33365345,458506000
20170210,0,0,0,0,0,0,150,479209.33365345,458506000
20170211,0,0,0,0,0,0,150,479209.33365345,458506000
20170212,0,0,0,0,0,0,150,479209.33365345,458506000
20170213,0,0,0,0,0,0,150,479209.33365345,458506000
20170214,0,0,0,0,0,0,150,479209.33365345,458506000
20170215,450.07452106476,0,1,0,1695000,0,151,479659.40817451,460201000
20170216,0,0,0,0,0,0,151,479659.40817451,460201000
20170217,0,0,0,0,0,0,151,479659.40817451,460201000
20170218,0,0,0,0,0,0,151,479659.40817451,460201000
20170219,0,0,0,0,0,0,151,479659.40817451,460201000
20170220,0,0,0,0,0,0,151,479659.40817451,460201000
20170221,0,0,0,0,0,0,151,479659.40817451,460201000
20170222,0,0,0,0,0,0,151,479659.40817451,460201000
20170223,0,0,0,0,0,0,151,479659.40817451,460201000
20170224,7706.7158670425,0,2,0,7194000,0,153,487366.12404156,467395000
20170225,0,0,0,0,0,0,153,487366.12404156,467395000
20170226,0,0,0,0,0,0,153,487366.12404156,467395000
20170227,0,0,0,0,0,0,153,487366.12404156,467395000
20170228,1268.8110122681,0,1,0,4682000,0,154,488634.93505383,472077000
20170301,5382.7447423935,0,2,0,5143000,0,156,494017.67979622,477220000
20170302,0,0,0,0,0,0,156,494017.67979622,477220000
20170303,0,0,0,0,0,0,156,494017.67979622,477220000
20170304,0,0,0,0,0,0,156,494017.67979622,477220000
20170305,0,0,0,0,0,0,156,494017.67979622,477220000
20170306,0,0,0,0,0,0,156,494017.67979622,477220000
20170307,0,0,0,0,0,0,156,494017.67979622,477220000
20170308,0,0,0,0,0,0,156,494017.67979622,477220000
20170309,0,0,0,0,0,0,156,494017.67979622,477220000
20170310,2085.2101716995,0,1,0,4961000,0,157,496102.88996792,482181000
20170311,0,0,0,0,0,0,157,496102.88996792,482181000
20170312,0,0,0,0,0,0,157,496102.88996792,482181000
20170313,1328.3459043503,0,1,0,1816000,0,158,497431.23587227,483997000
20170314,1773.8047542572,0,1,0,1475000,0,159,499205.04062653,485472000
20170315,0,0,0,0,0,0,159,499205.04062653,485472000
20170316,0,0,0,0,0,0,159,499205.04062653,485472000
20170317,0,0,0,0,0,0,159,499205.04062653,485472000
20170318,0,0,0,0,0,0,159,499205.04062653,485472000
20170319,0,0,0,0,0,0,159,499205.04062653,485472000
20170320,0,0,0,0,0,0,159,499205.04062653,485472000
20170321,0,0,0,0,0,0,159,499205.04062653,485472000
20170322,0,0,0,0,0,0,159,499205.04062653,485472000
20170323,0,0,0,0,0,0,159,499205.04062653,485472000
20170324,0,0,0,0,0,0,159,499205.04062653,485472000
20170325,0,0,0,0,0,0,159,499205.04062653,485472000
20170326,0,0,0,0,0,0,159,499205.04062653,485472000
20170327,0,0,0,0,0,0,159,499205.04062653,485472000
20170328,0,0,0,0,0,0,159,499205.04062653,485472000
20170329,0,0,0,0,0,0,159,499205.04062653,485472000
20170330,0,0,0,0,0,0,159,499205.04062653,485472000
20170331,0,0,0,0,0,0,159,499205.04062653,485472000
20170401,0,0,0,0,0,0,159,499205.04062653,485472000
20170402,0,0,0,0,0,0,159,499205.04062653,485472000
20170403,3202.9196872711,0,1,0,4576000,0,160,502407.9603138,490048000
20170404,0,0,0,0,0,0,160,502407.9603138,490048000
