"# ------------------------------------"
"Report: End user"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"# ------------------------------------"
id,added_storage_mb,deleted_storage_mb,added_entries,deleted_entries,added_msecs,deleted_msecs,total_entries,total_storage_mb,total_msecs
20170405,3307.2410364151,0,1,0,4223000,0,161,505715.20135021,494271000
20170406,0,0,0,0,0,0,161,505715.20135021,494271000
20170407,0,0,0,0,0,0,161,505715.20135021,494271000
20170408,0,0,0,0,0,0,161,505715.20135021,494271000
20170409,0,0,0,0,0,0,161,505715.20135021,494271000
20170410,0,0,0,0,0,0,161,505715.20135021,494271000
20170411,0,0,0,0,0,0,161,505715.20135021,494271000
20170412,1026.0544757843,0,1,0,915000,0,162,506741.255826,495186000
20170413,0,0,0,0,0,0,162,506741.255826,495186000
20170414,0,0,0,0,0,0,162,506741.255826,495186000
20170415,0,0,0,0,0,0,162,506741.255826,495186000
20170416,0,0,0,0,0,0,162,506741.255826,495186000
20170417,0,0,0,0,0,0,162,506741.255826,495186000
20170418,0,0,0,0,0,0,162,506741.255826,495186000
20170419,564.48300743103,0,2,0,1395000,0,164,507305.73883343,496581000
20170420,5990.4331846237,0,1,0,5037000,0,165,513296.17201805,501618000
20170421,0,0,0,0,0,0,165,513296.17201805,501618000
20170422,0,0,0,0,0,0,165,513296.17201805,501618000
20170423,0,0,0,0,0,0,165,513296.17201805,501618000
20170424,0,0,0,0,0,0,165,513296.17201805,501618000
20170425,599.84497642517,0,1,0,560000,0,166,513896.01699448,502178000
20170426,2441.5794992447,0,2,0,2131000,0,168,516337.59649372,504309000
20170427,0,0,0,0,0,0,168,516337.59649372,504309000
20170428,0,0,0,0,0,0,168,516337.59649372,504309000
20170429,0,0,0,0,0,0,168,516337.59649372,504309000
20170430,0,0,0,0,0,0,168,516337.59649372,504309000
20170501,0,0,0,0,0,0,168,516337.59649372,504309000
20170502,0,0,0,0,0,0,168,516337.59649372,504309000
20170503,1832.8012390137,0,1,0,1592000,0,169,518170.39773273,505901000
20170504,0,0,0,0,0,0,169,518170.39773273,505901000
20170505,36468.551334381,0,11,0,33902000,0,180,554638.94906712,539803000
20170506,0,0,0,0,0,0,180,554638.94906712,539803000
20170507,0,0,0,0,0,0,180,554638.94906712,539803000
20170508,6474.387717247,0,1,0,5394000,0,181,561113.33678436,545197000
20170509,0,0,0,0,0,0,181,561113.33678436,545197000
20170510,0,0,0,0,0,0,181,561113.33678436,545197000
20170511,0,0,0,0,0,0,181,561113.33678436,545197000
20170512,0,0,0,0,0,0,181,561113.33678436,545197000
20170513,0,0,0,0,0,0,181,561113.33678436,545197000
20170514,0,0,0,0,0,0,181,561113.33678436,545197000
20170515,6894.9980812073,0,1,0,5746000,0,182,568008.33486557,550943000
20170516,0,0,0,0,0,0,182,568008.33486557,550943000
20170517,0,0,0,0,0,0,182,568008.33486557,550943000
20170518,0,0,0,0,0,0,182,568008.33486557,550943000
20170519,0,0,0,0,0,0,182,568008.33486557,550943000
20170520,0,0,0,0,0,0,182,568008.33486557,550943000
20170521,0,0,0,0,0,0,182,568008.33486557,550943000
20170522,2379.032412529,0,1,0,3446000,0,183,570387.3672781,554389000
20170523,0,0,0,0,0,0,183,570387.3672781,554389000
20170524,13992.51615715,0,2,0,11403000,0,185,584379.88343525,565792000
20170525,0,0,0,0,0,0,185,584379.88343525,565792000
20170526,0,0,0,0,0,0,185,584379.88343525,565792000
20170527,0,0,0,0,0,0,185,584379.88343525,565792000
20170528,0,0,0,0,0,0,185,584379.88343525,565792000
20170529,0,0,0,0,0,0,185,584379.88343525,565792000
20170530,0,0,0,0,0,0,185,584379.88343525,565792000
20170531,0,0,0,0,0,0,185,584379.88343525,565792000
20170601,0,0,0,0,0,0,185,584379.88343525,565792000
20170602,0,0,0,0,0,0,185,584379.88343525,565792000
20170603,0,0,0,0,0,0,185,584379.88343525,565792000
20170604,0,0,0,0,0,0,185,584379.88343525,565792000
20170605,1441.7865972519,0,1,0,1240000,0,186,585821.6700325,567032000
20170606,0,0,0,0,0,0,186,585821.6700325,567032000
20170607,0,0,0,0,0,0,186,585821.6700325,567032000
20170608,0,0,0,0,0,0,186,585821.6700325,567032000
20170609,0,0,0,0,0,0,186,585821.6700325,567032000
20170610,0,0,0,0,0,0,186,585821.6700325,567032000
20170611,0,0,0,0,0,0,186,585821.6700325,567032000
20170612,0,0,0,0,0,0,186,585821.6700325,567032000
20170613,0,0,0,0,0,0,186,585821.6700325,567032000
20170614,0,0,0,0,0,0,186,585821.6700325,567032000
20170615,486.56873416901,0,1,0,452000,0,187,586308.23876667,567484000
20170616,0,0,0,0,0,0,187,586308.23876667,567484000
20170617,0,0,0,0,0,0,187,586308.23876667,567484000
20170618,0,0,0,0,0,0,187,586308.23876667,567484000
20170619,0,0,0,0,0,0,187,586308.23876667,567484000
20170620,0,0,0,0,0,0,187,586308.23876667,567484000
20170621,0,0,0,0,0,0,187,586308.23876667,567484000
20170622,0,0,0,0,0,0,187,586308.23876667,567484000
20170623,0,0,0,0,0,0,187,586308.23876667,567484000
20170624,0,0,0,0,0,0,187,586308.23876667,567484000
20170625,0,0,0,0,0,0,187,586308.23876667,567484000
20170626,0,0,0,0,0,0,187,586308.23876667,567484000
20170627,0,0,0,0,0,0,187,586308.23876667,567484000
20170628,3593.7161664963,0,2,0,3036000,0,189,589901.95493317,570520000
20170629,0,0,0,0,0,0,189,589901.95493317,570520000
20170630,0,0,0,0,0,0,189,589901.95493317,570520000
20170701,0,0,0,0,0,0,189,589901.95493317,570520000
20170702,0,0,0,0,0,0,189,589901.95493317,570520000
20170703,0,0,0,0,0,0,189,589901.95493317,570520000
20170704,4528.0193815231,0,1,0,6203000,0,190,594429.97431469,576723000
20170705,0,0,0,0,0,0,190,594429.97431469,576723000
20170706,0,0,0,0,0,0,190,594429.97431469,576723000
20170707,0,0,0,0,0,0,190,594429.97431469,576723000
20170708,0,0,0,0,0,0,190,594429.97431469,576723000
20170709,0,0,0,0,0,0,190,594429.97431469,576723000
20170710,0,0,0,0,0,0,190,594429.97431469,576723000
20170711,0,0,0,0,0,0,190,594429.97431469,576723000
20170712,5129.3183221817,0,1,0,4312000,0,191,599559.29263687,581035000
20170713,0,0,0,0,0,0,191,599559.29263687,581035000
20170714,0,0,0,0,0,0,191,599559.29263687,581035000
20170715,0,0,0,0,0,0,191,599559.29263687,581035000
20170716,0,0,0,0,0,0,191,599559.29263687,581035000
20170717,0,0,0,0,0,0,191,599559.29263687,581035000
20170718,1076.7974023819,0,1,0,4559000,0,192,600636.09003925,585594000
20170719,0,0,0,0,0,0,192,600636.09003925,585594000
20170720,0,0,0,0,0,0,192,600636.09003925,585594000
20170721,0,0,0,0,0,0,192,600636.09003925,585594000
20170722,0,0,0,0,0,0,192,600636.09003925,585594000
20170723,0,0,0,0,0,0,192,600636.09003925,585594000
20170724,0,0,0,0,0,0,192,600636.09003925,585594000
20170725,0,0,0,0,0,0,192,600636.09003925,585594000
20170726,0,0,0,0,0,0,192,600636.09003925,585594000
20170727,0,0,0,0,0,0,192,600636.09003925,585594000
20170728,0,0,0,0,0,0,192,600636.09003925,585594000
20170729,0,0,0,0,0,0,192,600636.09003925,585594000
20170730,0,0,0,0,0,0,192,600636.09003925,585594000
20170731,0,0,0,0,0,0,192,600636.09003925,585594000
20170801,0,0,0,0,0,0,192,600636.09003925,585594000
20170802,0,0,0,0,0,0,192,600636.09003925,585594000
20170803,4191.4049654007,0,1,0,3433000,0,193,604827.49500465,589027000
20170804,0,0,0,0,0,0,193,604827.49500465,589027000
20170805,0,0,0,0,0,0,193,604827.49500465,589027000
20170806,0,0,0,0,0,0,193,604827.49500465,589027000
20170807,0,0,0,0,0,0,193,604827.49500465,589027000
20170808,0,0,0,0,0,0,193,604827.49500465,589027000
20170809,0,0,0,0,0,0,193,604827.49500465,589027000
20170810,0,0,0,0,0,0,193,604827.49500465,589027000
20170811,0,0,0,0,0,0,193,604827.49500465,589027000
20170812,0,0,0,0,0,0,193,604827.49500465,589027000
20170813,0,0,0,0,0,0,193,604827.49500465,589027000
20170814,0,0,0,0,0,0,193,604827.49500465,589027000
20170815,49.984077453613,0,1,0,144000,0,194,604877.47908211,589171000
20170816,0,0,0,0,0,0,194,604877.47908211,589171000
20170817,0,0,0,0,0,0,194,604877.47908211,589171000
20170818,1488.2106151581,0,1,0,5445000,0,195,606365.68969727,594616000
20170819,0,0,0,0,0,0,195,606365.68969727,594616000
20170820,0,0,0,0,0,0,195,606365.68969727,594616000
20170821,0,0,0,0,0,0,195,606365.68969727,594616000
20170822,0,0,0,0,0,0,195,606365.68969727,594616000
20170823,2507.6150588989,0,4,0,6834000,0,199,608873.30475616,601450000
20170824,0,0,0,0,0,0,199,608873.30475616,601450000
20170825,0,0,0,0,0,0,199,608873.30475616,601450000
20170826,0,0,0,0,0,0,199,608873.30475616,601450000
20170827,0,0,0,0,0,0,199,608873.30475616,601450000
20170828,424.04390621185,0,2,0,1018000,0,201,609297.34866238,602468000
20170829,0,0,0,0,0,0,201,609297.34866238,602468000
20170830,0,0,0,0,0,0,201,609297.34866238,602468000
20170831,0,0,0,0,0,0,201,609297.34866238,602468000
20170901,0,0,0,0,0,0,201,609297.34866238,602468000
20170902,0,0,0,0,0,0,201,609297.34866238,602468000
20170903,0,0,0,0,0,0,201,609297.34866238,602468000
20170904,0,0,0,0,0,0,201,609297.34866238,602468000
20170905,0,0,0,0,0,0,201,609297.34866238,602468000
20170906,0,0,0,0,0,0,201,609297.34866238,602468000
20170907,0,0,0,0,0,0,201,609297.34866238,602468000
20170908,0,0,0,0,0,0,201,609297.34866238,602468000
20170909,0,0,0,0,0,0,201,609297.34866238,602468000
20170910,0,0,0,0,0,0,201,609297.34866238,602468000
20170911,9224.5992565155,0,2,0,9798000,0,203,618521.94791889,612266000
20170912,0,0,0,0,0,0,203,618521.94791889,612266000
20170913,0,0,0,0,0,0,203,618521.94791889,612266000
20170914,0,0,0,0,0,0,203,618521.94791889,612266000
20170915,0,0,0,0,0,0,203,618521.94791889,612266000
20170916,0,0,0,0,0,0,203,618521.94791889,612266000
20170917,0,0,0,0,0,0,203,618521.94791889,612266000
20170918,0,0,0,0,0,0,203,618521.94791889,612266000
20170919,0,0,0,0,0,0,203,618521.94791889,612266000
20170920,0,0,0,0,0,0,203,618521.94791889,612266000
20170921,0,0,0,0,0,0,203,618521.94791889,612266000
20170922,0,0,0,0,0,0,203,618521.94791889,612266000
20170923,0,0,0,0,0,0,203,618521.94791889,612266000
20170924,0,0,0,0,0,0,203,618521.94791889,612266000
20170925,0,0,0,0,0,0,203,618521.94791889,612266000
20170926,10796.76072216,0,2,0,8982000,0,205,629318.70864105,621248000
20170927,6361.8987598419,0,2,0,5841000,0,207,635680.60740089,627089000
20170928,0,0,0,0,0,0,207,635680.60740089,627089000
20170929,0,0,0,0,0,0,207,635680.60740089,627089000
20170930,0,0,0,0,0,0,207,635680.60740089,627089000
20171001,0,0,0,0,0,0,207,635680.60740089,627089000
20171002,630.13074588776,0,1,0,1518000,0,208,636310.73814678,628607000
20171003,0,0,0,0,0,0,208,636310.73814678,628607000
20171004,0,0,0,0,0,0,208,636310.73814678,628607000
20171005,0,0,0,0,0,0,208,636310.73814678,628607000
20171006,0,0,0,0,0,0,208,636310.73814678,628607000
20171007,0,0,0,0,0,0,208,636310.73814678,628607000
20171008,0,0,0,0,0,0,208,636310.73814678,628607000
20171009,0,0,0,0,0,0,208,636310.73814678,628607000
20171010,0,0,0,0,0,0,208,636310.73814678,628607000
20171011,0,0,0,0,0,0,208,636310.73814678,628607000
20171012,0,0,0,0,0,0,208,636310.73814678,628607000
20171013,0,0,2,0,0,0,210,636310.73814678,628607000
20171014,0,0,0,0,0,0,210,636310.73814678,628607000
20171015,0,0,0,0,0,0,210,636310.73814678,628607000
20171016,10501.607254982,0,5,0,18481000,0,215,646812.34540176,647088000
20171017,0,0,0,0,0,0,215,646812.34540176,647088000
20171018,0,0,0,0,0,0,215,646812.34540176,647088000
20171019,0,0,0,0,0,0,215,646812.34540176,647088000
20171020,0,0,0,0,0,0,215,646812.34540176,647088000
20171021,0,0,0,0,0,0,215,646812.34540176,647088000
20171022,0,0,0,0,0,0,215,646812.34540176,647088000
20171023,0,0,1,0,0,0,216,646812.34540176,647088000
20171024,0,0,0,0,0,0,216,646812.34540176,647088000
20171025,376.06045627594,0,1,0,913000,0,217,647188.40585804,648001000
20171026,306.02769947052,0,0,0,0,0,217,647494.43355751,648001000
20171027,0,0,0,0,0,0,217,647494.43355751,648001000
20171028,0,0,0,0,0,0,217,647494.43355751,648001000
20171029,0,0,0,0,0,0,217,647494.43355751,648001000
20171030,15190.665941238,0,3,0,17923000,0,220,662685.09949875,665924000
20171031,0,0,0,0,0,0,220,662685.09949875,665924000
20171101,0,0,0,0,0,0,220,662685.09949875,665924000
20171102,2174.2658948898,0,1,0,5092000,0,221,664859.36539364,671016000
20171103,0,0,0,0,0,0,221,664859.36539364,671016000
20171104,0,0,0,0,0,0,221,664859.36539364,671016000
20171105,0,0,0,0,0,0,221,664859.36539364,671016000
20171106,0,0,0,0,0,0,221,664859.36539364,671016000
20171107,3655.9987535477,0,2,0,5838000,0,223,668515.36414719,676854000
20171108,0,0,0,0,0,0,223,668515.36414719,676854000
20171109,15276.199151039,0,2,0,12684000,0,225,683791.56329823,689538000
20171110,0,0,0,0,0,0,225,683791.56329823,689538000
20171111,0,0,0,0,0,0,225,683791.56329823,689538000
20171112,0,0,0,0,0,0,225,683791.56329823,689538000
20171113,0,0,0,0,0,0,225,683791.56329823,689538000
20171114,0,0,0,0,0,0,225,683791.56329823,689538000
20171115,0,0,0,0,0,0,225,683791.56329823,689538000
20171116,0,0,0,0,0,0,225,683791.56329823,689538000
20171117,0,0,0,0,0,0,225,683791.56329823,689538000
20171118,0,0,0,0,0,0,225,683791.56329823,689538000
20171119,0,0,0,0,0,0,225,683791.56329823,689538000
20171120,0,0,0,0,0,0,225,683791.56329823,689538000
20171121,0,0,0,0,0,0,225,683791.56329823,689538000
20171122,0,0,0,0,0,0,225,683791.56329823,689538000
20171123,0,0,0,0,0,0,225,683791.56329823,689538000
20171124,0,0,0,0,0,0,225,683791.56329823,689538000
20171125,0,0,0,0,0,0,225,683791.56329823,689538000
20171126,0,0,0,0,0,0,225,683791.56329823,689538000
20171127,0,0,0,0,0,0,225,683791.56329823,689538000
20171128,0,0,0,0,0,0,225,683791.56329823,689538000
20171129,0,0,0,0,0,0,225,683791.56329823,689538000
20171130,0,0,0,0,0,0,225,683791.56329823,689538000
20171201,0,0,0,0,0,0,225,683791.56329823,689538000
20171202,0,0,0,0,0,0,225,683791.56329823,689538000
20171203,0,0,0,0,0,0,225,683791.56329823,689538000
20171204,0,0,0,0,0,0,225,683791.56329823,689538000
20171205,0,0,0,0,0,0,225,683791.56329823,689538000
20171206,0,0,0,0,0,0,225,683791.56329823,689538000
20171207,0,0,0,0,0,0,225,683791.56329823,689538000
20171208,0,0,0,0,0,0,225,683791.56329823,689538000
20171209,0,0,0,0,0,0,225,683791.56329823,689538000
20171210,0,0,0,0,0,0,225,683791.56329823,689538000
20171211,0,0,0,0,0,0,225,683791.56329823,689538000
20171212,0,0,0,0,0,0,225,683791.56329823,689538000
20171213,0,0,0,0,0,0,225,683791.56329823,689538000
20171214,0,0,0,0,0,0,225,683791.56329823,689538000
20171215,0,0,0,0,0,0,225,683791.56329823,689538000
20171216,0,0,0,0,0,0,225,683791.56329823,689538000
20171217,0,0,0,0,0,0,225,683791.56329823,689538000
20171218,0,0,0,0,0,0,225,683791.56329823,689538000
20171219,0,0,0,0,0,0,225,683791.56329823,689538000
20171220,0,0,0,0,0,0,225,683791.56329823,689538000
20171221,0,0,0,0,0,0,225,683791.56329823,689538000
20171222,0,0,0,0,0,0,225,683791.56329823,689538000
20171223,0,0,0,0,0,0,225,683791.56329823,689538000
20171224,0,0,0,0,0,0,225,683791.56329823,689538000
20171225,0,0,0,0,0,0,225,683791.56329823,689538000
20171226,0,0,0,0,0,0,225,683791.56329823,689538000
20171227,0,0,0,0,0,0,225,683791.56329823,689538000
20171228,0,0,0,0,0,0,225,683791.56329823,689538000
20171229,0,0,0,0,0,0,225,683791.56329823,689538000
20171230,0,0,0,0,0,0,225,683791.56329823,689538000
20171231,0,0,0,0,0,0,225,683791.56329823,689538000
20180101,0,0,0,0,0,0,225,683791.56329823,689538000
20180102,0,0,0,0,0,0,225,683791.56329823,689538000
20180103,0,0,0,0,0,0,225,683791.56329823,689538000
20180104,0,0,0,0,0,0,225,683791.56329823,689538000
20180105,0,0,0,0,0,0,225,683791.56329823,689538000
20180106,0,0,0,0,0,0,225,683791.56329823,689538000
20180107,0,0,0,0,0,0,225,683791.56329823,689538000
20180108,0,0,0,0,0,0,225,683791.56329823,689538000
20180109,0,0,0,0,0,0,225,683791.56329823,689538000
20180110,0,0,0,0,0,0,225,683791.56329823,689538000
20180111,0,0,0,0,0,0,225,683791.56329823,689538000
20180112,0,0,0,0,0,0,225,683791.56329823,689538000
20180113,0,0,0,0,0,0,225,683791.56329823,689538000
20180114,0,0,0,0,0,0,225,683791.56329823,689538000
20180115,0,0,0,0,0,0,225,683791.56329823,689538000
20180116,0,0,0,0,0,0,225,683791.56329823,689538000
20180117,0,0,0,0,0,0,225,683791.56329823,689538000
20180118,0,0,0,0,0,0,225,683791.56329823,689538000
20180119,0,0,0,0,0,0,225,683791.56329823,689538000
20180120,0,0,0,0,0,0,225,683791.56329823,689538000
20180121,0,0,0,0,0,0,225,683791.56329823,689538000
20180122,0,0,0,0,0,0,225,683791.56329823,689538000
20180123,45397.756311417,0,8,0,48198000,0,233,729189.31960964,737736000
20180124,0,0,0,0,0,0,233,729189.31960964,737736000
20180125,0,0,0,0,0,0,233,729189.31960964,737736000
20180126,0,0,0,0,0,0,233,729189.31960964,737736000
20180127,0,0,0,0,0,0,233,729189.31960964,737736000
20180128,0,0,0,0,0,0,233,729189.31960964,737736000
20180129,0,0,0,0,0,0,233,729189.31960964,737736000
20180130,0,0,0,0,0,0,233,729189.31960964,737736000
20180131,422.30572223663,0,1,0,756000,0,234,729611.62533188,738492000
20180201,0,0,0,0,0,0,234,729611.62533188,738492000
20180202,0,0,0,0,0,0,234,729611.62533188,738492000
20180203,0,0,0,0,0,0,234,729611.62533188,738492000
20180204,0,0,0,0,0,0,234,729611.62533188,738492000
20180205,0,0,0,0,0,0,234,729611.62533188,738492000
20180206,0,0,0,0,0,0,234,729611.62533188,738492000
20180207,0,0,0,0,0,0,234,729611.62533188,738492000
20180208,0,0,0,0,0,0,234,729611.62533188,738492000
20180209,0,0,0,0,0,0,234,729611.62533188,738492000
20180210,0,0,0,0,0,0,234,729611.62533188,738492000
20180211,0,0,0,0,0,0,234,729611.62533188,738492000
20180212,0,0,0,0,0,0,234,729611.62533188,738492000
20180213,8077.6446990967,0,1,0,6678000,0,235,737689.27003098,745170000
20180214,0,0,0,0,0,0,235,737689.27003098,745170000
20180215,0,0,0,0,0,0,235,737689.27003098,745170000
20180216,0,0,0,0,0,0,235,737689.27003098,745170000
20180217,0,0,0,0,0,0,235,737689.27003098,745170000
20180218,0,0,0,0,0,0,235,737689.27003098,745170000
20180219,0,0,0,0,0,0,235,737689.27003098,745170000
20180220,29.310367584229,0,2,0,2257000,0,237,737718.58039856,747427000
20180221,4966.0659542084,0,1,0,4288000,0,238,742684.64635277,751715000
20180222,0,0,0,0,0,0,238,742684.64635277,751715000
20180223,0,0,0,0,0,0,238,742684.64635277,751715000
20180224,0,0,0,0,0,0,238,742684.64635277,751715000
20180225,0,0,0,0,0,0,238,742684.64635277,751715000
20180226,0,0,0,0,0,0,238,742684.64635277,751715000
20180227,0,0,0,0,0,0,238,742684.64635277,751715000
20180228,0,0,0,0,0,0,238,742684.64635277,751715000
20180301,391.49196624756,0,1,0,1931000,0,239,743076.13831902,753646000
20180302,0,0,0,0,0,0,239,743076.13831902,753646000
20180303,0,0,0,0,0,0,239,743076.13831902,753646000
20180304,0,0,0,0,0,0,239,743076.13831902,753646000
20180305,0,0,0,0,0,0,239,743076.13831902,753646000
20180306,14378.35028553,0,2,0,12167000,0,241,757454.48860455,765813000
20180307,0,0,0,0,0,0,241,757454.48860455,765813000
20180308,0,0,0,0,0,0,241,757454.48860455,765813000
20180309,1.3634986877441,0,0,0,0,0,241,757455.85210323,765813000
20180310,0,0,0,0,0,0,241,757455.85210323,765813000
20180311,0,0,0,0,0,0,241,757455.85210323,765813000
20180312,0,0,0,0,0,0,241,757455.85210323,765813000
20180313,0,0,0,0,0,0,241,757455.85210323,765813000
20180314,0,0,0,0,0,0,241,757455.85210323,765813000
20180315,0,0,0,0,0,0,241,757455.85210323,765813000
20180316,0,0,0,0,0,0,241,757455.85210323,765813000
20180317,0,0,0,0,0,0,241,757455.85210323,765813000
20180318,0,0,0,0,0,0,241,757455.85210323,765813000
20180319,0,0,0,0,0,0,241,757455.85210323,765813000
20180320,5756.2794828415,0,1,0,4769000,0,242,763212.13158607,770582000
20180321,0,0,0,0,0,0,242,763212.13158607,770582000
20180322,3414.2088346481,0,1,0,4768000,0,243,766626.34042072,775350000
20180323,0,0,0,0,0,0,243,766626.34042072,775350000
20180324,0,0,0,0,0,0,243,766626.34042072,775350000
20180325,0,0,0,0,0,0,243,766626.34042072,775350000
20180326,0,0,0,0,0,0,243,766626.34042072,775350000
20180327,0,0,0,0,0,0,243,766626.34042072,775350000
20180328,0,0,0,0,0,0,243,766626.34042072,775350000
20180329,0,0,0,0,0,0,243,766626.34042072,775350000
20180330,0,0,0,0,0,0,243,766626.34042072,775350000
20180331,0,0,0,0,0,0,243,766626.34042072,775350000
20180401,0,0,0,0,0,0,243,766626.34042072,775350000
20180402,0,0,0,0,0,0,243,766626.34042072,775350000
20180403,0,0,0,0,0,0,243,766626.34042072,775350000
20180404,0,0,0,0,0,0,243,766626.34042072,775350000
20180405,0,0,0,0,0,0,243,766626.34042072,775350000
20180406,0,0,0,0,0,0,243,766626.34042072,775350000
20180407,0,0,0,0,0,0,243,766626.34042072,775350000
20180408,0,0,0,0,0,0,243,766626.34042072,775350000
20180409,0,0,0,0,0,0,243,766626.34042072,775350000
20180410,0,0,0,0,0,0,243,766626.34042072,775350000
20180411,1.2640371322632,0,0,0,0,0,243,766627.60445786,775350000
20180412,0,0,0,0,0,0,243,766627.60445786,775350000
20180413,7963.405210495,0,1,0,6514000,0,244,774591.00966835,781864000
20180414,0,0,0,0,0,0,244,774591.00966835,781864000
20180415,0,0,0,0,0,0,244,774591.00966835,781864000
20180416,0,0,0,0,0,0,244,774591.00966835,781864000
20180417,0,0,0,0,0,0,244,774591.00966835,781864000
20180418,0,0,0,0,0,0,244,774591.00966835,781864000
20180419,0,0,0,0,0,0,244,774591.00966835,781864000
20180420,0,0,0,0,0,0,244,774591.00966835,781864000
20180421,0,0,0,0,0,0,244,774591.00966835,781864000
20180422,0,0,0,0,0,0,244,774591.00966835,781864000
20180423,0,0,0,0,0,0,244,774591.00966835,781864000
20180424,0,0,0,0,0,0,244,774591.00966835,781864000
20180425,0,0,0,0,0,0,244,774591.00966835,781864000
20180426,0,0,0,0,0,0,244,774591.00966835,781864000
20180427,0,0,0,0,0,0,244,774591.00966835,781864000
20180428,0,0,0,0,0,0,244,774591.00966835,781864000
20180429,0,0,0,0,0,0,244,774591.00966835,781864000
20180430,0,0,0,0,0,0,244,774591.00966835,781864000
20180501,0,0,0,0,0,0,244,774591.00966835,781864000
20180502,0,0,0,0,0,0,244,774591.00966835,781864000
20180503,1.1790857315063,0,0,0,0,0,244,774592.18875408,781864000
20180504,0,0,0,0,0,0,244,774592.18875408,781864000
20180505,0,0,0,0,0,0,244,774592.18875408,781864000
20180506,0,0,0,0,0,0,244,774592.18875408,781864000
20180507,309.70901203156,0,1,0,280000,0,245,774901.89776611,782144000
20180508,0,0,0,0,0,0,245,774901.89776611,782144000
20180509,0,0,0,0,0,0,245,774901.89776611,782144000
20180510,0,0,0,0,0,0,245,774901.89776611,782144000
20180511,1.0185613632202,0,0,0,0,0,245,774902.91632748,782144000
20180512,0,0,0,0,0,0,245,774902.91632748,782144000
20180513,0,0,0,0,0,0,245,774902.91632748,782144000
20180514,0,0,0,0,0,0,245,774902.91632748,782144000
20180515,278.89002323151,0,1,0,457000,0,246,775181.80635071,782601000
20180516,767.16761779785,0,1,0,658000,0,247,775948.97396851,783259000
20180517,0,0,0,0,0,0,247,775948.97396851,783259000
20180518,0,0,0,0,0,0,247,775948.97396851,783259000
20180519,0,0,0,0,0,0,247,775948.97396851,783259000
20180520,0,0,0,0,0,0,247,775948.97396851,783259000
20180521,0,0,0,0,0,0,247,775948.97396851,783259000
20180522,0,0,0,0,0,0,247,775948.97396851,783259000
20180523,0,0,0,0,0,0,247,775948.97396851,783259000
20180524,1.0838747024536,0,0,0,0,0,247,775950.05784321,783259000
20180525,0,0,0,0,0,0,247,775950.05784321,783259000
20180526,0,0,0,0,0,0,247,775950.05784321,783259000
20180527,0,0,0,0,0,0,247,775950.05784321,783259000
20180528,1078.6993207932,0,1,0,1501000,0,248,777028.757164,784760000
20180529,0,0,0,0,0,0,248,777028.757164,784760000
20180530,9041.0500612259,0,4,1,8182000,0,252,786069.80722523,792942000
20180531,1.2598218917847,0,0,0,0,0,251,786071.06704712,792942000
20180601,0,0,0,0,0,0,251,786071.06704712,792942000
20180602,0,0,0,0,0,0,251,786071.06704712,792942000
20180603,0,0,0,0,0,0,251,786071.06704712,792942000
20180604,0,0,0,0,0,0,251,786071.06704712,792942000
20180605,0,0,0,0,0,0,251,786071.06704712,792942000
20180606,0,0,0,0,0,0,251,786071.06704712,792942000
20180607,1.1280202865601,0,0,0,0,0,251,786072.19506741,792942000
20180608,0,0,0,0,0,0,251,786072.19506741,792942000
20180609,0,0,0,0,0,0,251,786072.19506741,792942000
20180610,0,0,0,0,0,0,251,786072.19506741,792942000
20180611,0,0,0,0,0,0,251,786072.19506741,792942000
20180612,0,0,0,0,0,0,251,786072.19506741,792942000
20180613,0,0,0,0,0,0,251,786072.19506741,792942000
20180614,1.0400867462158,0,0,0,0,0,251,786073.23515415,792942000
20180615,0,0,0,0,0,0,251,786073.23515415,792942000
20180616,0,0,0,0,0,0,251,786073.23515415,792942000
20180617,0,0,0,0,0,0,251,786073.23515415,792942000
20180618,2489.9129838943,0,1,0,5702000,0,252,788563.14813805,798644000
20180619,0,0,0,0,0,0,252,788563.14813805,798644000
20180620,1.2446556091309,0,0,0,0,0,252,788564.39279366,798644000
20180621,0,0,0,0,0,0,252,788564.39279366,798644000
20180622,0,0,0,0,0,0,252,788564.39279366,798644000
20180623,0,0,0,0,0,0,252,788564.39279366,798644000
20180624,0,0,0,0,0,0,252,788564.39279366,798644000
20180625,0,0,0,0,0,0,252,788564.39279366,798644000
20180626,0,0,0,0,0,0,252,788564.39279366,798644000
20180627,0,0,0,0,0,0,252,788564.39279366,798644000
20180628,677.03833770752,0,1,0,1677000,0,253,789241.43113136,800321000
20180629,0,0,0,0,0,0,253,789241.43113136,800321000
20180630,0,0,0,0,0,0,253,789241.43113136,800321000
20180701,0,0,0,0,0,0,253,789241.43113136,800321000
20180702,1904.3039712906,677.03833770752,1,1,1710000,1677000,254,791145.73510265,802031000
20180703,0,0,0,0,0,0,253,790468.69676495,800354000
20180704,0,0,0,0,0,0,253,790468.69676495,800354000
20180705,164.48919010162,0,1,0,647000,0,254,790633.18595505,801001000
20180706,0,0,0,0,0,0,254,790633.18595505,801001000
20180707,0,0,0,0,0,0,254,790633.18595505,801001000
20180708,0,0,0,0,0,0,254,790633.18595505,801001000
20180709,0,0,0,0,0,0,254,790633.18595505,801001000
20180710,0,0,0,0,0,0,254,790633.18595505,801001000
