"# ------------------------------------"
"Report: Top Videos"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-03-04 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"# ------------------------------------"
object_id,entry_name,creator_name,created_at,status,media_type,duration_msecs,entry_source,count_plays,sum_time_viewed,avg_time_viewed,count_loads,load_play_ratio,avg_view_drop_off,unique_known_users,engagement_ranking,avg_completion_rate
0_f8u7p8p2,Paciente,"Bryan Giles",1516745086,2,1,4389914,Url,5389,143907.53333333,26.703940124946,10681,0.50454077333583,0.3650955650399,3,3.8767004749455,18.972722211913
0_6uuw80ro,Industrializado,"Bryan Giles",1554404100,2,1,223000,Url,278,735.1,2.6442446043165,439,0.63325740318907,0.71223021582734,3,3.8637893521647,76.41726618705
1_hg97c30w,"Tierra al viento","Bryan Giles",1559083858,2,1,970000,Url,793,8287.0333333333,10.450231189575,1798,0.44104560622914,0.64659520807062,3,3.8462448033367,69.875157629256
0_3giismkx,"Rosa Chumbe","Yenny Alexandra Chaverra",1585065911,2,1,4371830,Upload,5358,167702.43333333,31.299446310812,9573,0.55969915387026,0.42968458379993,2,3.8411920174288,42.910041060097
1_kcrzecuw,3pies,"Bryan Giles",1559083499,2,1,839000,Url,623,5507.6166666667,8.8404761904762,1392,0.44755747126437,0.63242375601926,3,3.835478783899,71.372391653291
0_e9m7mwaa,Humilis,"Yenny Alexandra Chaverra",1573612639,2,1,134000,Upload,1081,2156.65,1.9950508788159,1437,0.75226165622825,0.8936170212766,2,3.8195323430488,90.5467160037
1_y9nxdzlm,Irina,"Bryan Giles",1562021009,2,1,929000,Url,1649,14598.066666667,8.852678390944,2961,0.55690645052347,0.57201334141904,3,3.8013296293149,58.371134020619
0_oq81577s,Anna,"Bryan Giles",1543383959,2,1,5763542,Url,3537,148698.81666667,42.040943360663,6502,0.54398646570286,0.43772971444727,3,3.7888481784122,36.461125247385
1_1qn8284g,Zapatillas,"Bryan Giles",1559083637,2,1,960000,Url,511,5712,11.178082191781,1120,0.45625,0.6986301369863,3,3.7851202615198,70.628180039139
0_h0eme9sr,Dolores,"Bryan Giles",1554404291,2,1,897000,Url,1346,11382.85,8.4567979197623,2411,0.5582745748652,0.56612184249629,3,3.7762440281972,60.803863298663
1_ttqm5p0z,"El armadillo fronterizo","Bryan Giles",1540419441,2,1,452000,Url,2652,12243.55,4.6167232277526,3796,0.6986301369863,0.61283936651584,3,3.7734622087086,45.88197586727
0_43j4gji5,"La luz en el cerro","Yenny Alexandra Chaverra",1571147414,2,1,5067547,Upload,5126,187336,36.546234880999,8970,0.57146042363434,0.43279360124854,2,3.7666929702823,42.56106125634
0_6ly5zjzp,Susurros,"Bryan Giles",1551212879,2,1,754000,Url,941,7170.0833333333,7.6196422245838,1535,0.61302931596091,0.60653560042508,3,3.7651033864943,64.951115834219
0_sate6fbw,"Por Amor","Yenny Alexandra Chaverra",1573612639,2,1,144000,Upload,1866,3349.8,1.7951768488746,2548,0.73233908948195,0.74799035369775,2,3.7489993562694,78.823151125402
1_eeqj4foq,"Viaje a Tombuctú","Bryan Giles",1562379191,2,1,5945214,Url,3103,122549.96666667,39.494027285423,5882,0.52754165249915,0.39864647115694,3,3.7191812038414,38.596197228489
1_ow5irpr2,Montañas,"Bryan Giles",1559083745,2,1,1270000,Url,648,8283.85,12.783719135802,1530,0.42352941176471,0.60416666666667,3,3.7183262120168,66.402777777778
1_z7wyeqlw,"El Regreso del Vampiro","Bryan Giles",1540419362,2,1,412000,Url,2491,10861.35,4.3602368526696,3461,0.71973418087258,0.6349859494179,3,3.7182926313155,45.501003613007
0_rfq91thj,"La tierra y la sombra","Bryan Giles",1569085919,2,1,5861134,Url,2997,116158.33333333,38.758202647092,5729,0.52312794554023,0.39681348014681,3,3.7164246409723,39.688021354688
1_2wdjh54t,Elena,"Bryan Giles",1559083692,2,1,1066000,Url,361,4178.5666666667,11.574976915974,852,0.42370892018779,0.6516620498615,3,3.7002270606458,68.93351800554
0_bs6yjz70,"Carta a una Sombra","Bryan Giles",1573593196,2,1,4404896,Url,2196,79125.2,36.031511839709,4162,0.52763094666026,0.49089253187614,3,3.6923048378178,47.806921675774
0_2h4axp2h,"Las crónicas de Boldman","Bryan Giles",1546965525,2,1,581000,Url,858,4717.7833333333,5.498581973582,1439,0.59624739402363,0.56847319347319,3,3.6909292757552,62.925407925408
0_gn9tjc8w,Emma,"Bryan Giles",1546965604,2,1,850000,Url,2903,21890.733333333,7.5407279825468,5407,0.53689661549843,0.53263864967275,3,3.6894962225843,39.676885980021
0_toig0emq,"Jardín de amapolas","Bryan Giles",1573593444,2,1,5245388,Url,2343,97303.166666667,41.529307156068,3981,0.58854559155991,0.4751387110542,3,3.6825979257609,45.751600512164
1_2qgn1xji,"La mujer del padre","CCD Dimtec",1579546678,2,1,5656010,Url,2783,117032.06666667,42.052485327584,5309,0.52420418157845,0.44610132950054,3,3.6714848407318,40.317283507007
1_6oni85xg,"La casa de la vida","Bryan Giles",1567205808,2,1,4822878,Url,3327,92392.133333333,27.770403767158,6662,0.49939957970579,0.34558160504959,3,3.66712899507,33.9738503156
0_4ce4yk1m,"En la puta vida","Bryan Giles",1516745301,2,1,5778820,Url,5421,207702.16666667,38.314363893501,9354,0.5795381654907,0.39789706696182,3,3.6159834563994,8.1811473897805
1_lox11xp7,Pandemia,"Yenny Alexandra Chaverra",1591193892,2,1,60000,Upload,820,684.75,0.83506097560976,1062,0.77212806026365,0.83506097560976,2,3.6142461206776,85.29512195122
0_gvflqo0n,"El autómata","Bryan Giles",1544560047,2,1,779000,Url,3154,20179.366666667,6.3980236736419,5067,0.62245904874679,0.49310399492708,3,3.6026208763094,33.355421686747
1_9r1bacrr,Andrea,"Bryan Giles",1559083577,2,1,912000,Url,275,2530.8,9.2029090909091,657,0.41856925418569,0.60545454545455,3,3.5976889826696,65.807272727273
1_uh5s13g7,"Ser o no ser","Bryan Giles",1567205707,2,1,3139000,Url,2724,53629.416666667,19.68774473813,5108,0.53328112764291,0.37637665198238,3,3.5974955746746,38.026798825257
1_fvhwmivs,"El cementerio se alumbra","CCD Dimtec",1579547494,2,1,863000,Url,1672,11105.183333333,6.6418560606061,3089,0.54127549368728,0.46202153110048,3,3.5786856681683,49.204545454545
0_lruxask7,"Pool Version","Bryan Giles",1551212816,2,1,1235000,Url,1609,16285.666666667,10.121607623783,3364,0.47829964328181,0.49192044748291,3,3.5741850463727,49.738968303294
1_a7oo41y5,"Rincón de Darwin","Bryan Giles",1562020923,2,1,4555965,Url,1565,58906.6,37.64,2964,0.52800269905533,0.49584664536741,3,3.5623577605311,49.764856230032
0_j7s74ol2,Chicama,"Bryan Giles",1553640033,2,1,4470074,Url,2461,74081.85,30.102336448598,4632,0.53130397236615,0.40410402275498,3,3.5425588383708,38.81186509549
1_uqjdyryx,"Domingo Violeta","Bryan Giles",1564414432,2,1,1126000,Url,1187,10865.5,9.153748946925,2288,0.51879370629371,0.4879949452401,3,3.5421349085733,53.242628475147
0_6yiftnsa,"Los colores de la montaña","Bryan Giles",1452557278,2,1,5583556,Url,6739,256914.21666667,38.123492605233,10746,0.62711706681556,0.40985309393085,2,3.5380265155977,15.122273334323
0_ssze9pxr,"Mañana a esta hora","Bryan Giles",1554404536,2,1,5084404,Url,2789,88419.233333333,31.702844508187,5394,0.51705598813496,0.37414844030118,3,3.526100000485,34.433847257081
1_o4lilhks,"Señorita María, la falda de la montaña","Bryan Giles",1563815444,2,1,5409228,Url,2186,83784.75,38.327881976212,3989,0.54800701930308,0.42520585544373,3,3.5149965944299,40.827996340348
0_7ibyjttd,Keyla,"Bryan Giles",1551213169,2,1,5364901,Url,2334,83700.75,35.861503856041,5070,0.4603550295858,0.4011353898886,3,3.5124881048716,39.049271636675
0_ta12i2y8,"María T-Ta","Bryan Giles",1575948996,2,1,827000,Url,2610,20506.783333333,7.8570051085568,4196,0.62202097235462,0.57030651340996,2,3.5078585094295,60.740229885057
0_n2xu4r2k,"Las Toninas van al este","Bryan Giles",1554404432,2,1,5011875,Url,1790,69020.283333333,38.558817504655,3347,0.53480729011055,0.46173184357542,3,3.5024173912839,44.815642458101
1_do60bf9m,"Me Kafka Bogotá","Yenny Alexandra Chaverra",1592507726,2,1,423000,Upload,1955,8655.75,4.4274936061381,2803,0.69746699964324,0.62851662404092,2,3.5019267144436,67.93094629156
0_jd1imwvt,"Canicas de cuento","Yenny Alexandra Chaverra",1575565023,2,1,704000,Upload,2210,14845.6,6.7174660633484,3363,0.65715135295867,0.57251131221719,2,3.500575059045,64.985067873303
0_urbc03ud,Frontera,"Bryan Giles",1541109031,2,1,438000,Url,1832,8827.5833333333,4.8185498544396,3065,0.59771615008157,0.66075327510917,3,3.498887394461,44.198144104803
0_z9vdz5bs,"La sagrada familia","Bryan Giles",1554404239,2,1,505000,Url,177,929.7,5.2525423728814,295,0.6,0.62429378531073,3,3.4922372107593,62.700564971751
1_vvixkikm,"Bogotá Blues","Bryan Giles",1563815319,2,1,5680205,Url,3568,90927.333333333,25.484118086697,6942,0.5139729184673,0.26919843049327,3,3.4903829913737,24.170964125561
1_07ducyu9,Porfía,"Bryan Giles",1559083801,2,1,1375000,Url,576,7348.7333333333,12.758217592593,1197,0.4812030075188,0.55685763888889,3,3.4887120311116,58.034722222222
0_rdhg60j5,"Numtaketji / Somos los mismos","Bryan Giles",1550101688,2,1,1010000,Url,633,5473.3166666667,8.6466298051606,1124,0.56316725978648,0.51382306477093,3,3.4656549714473,56.466034755134
1_j6xrx6ic,Amazona,"Bryan Giles",1537407601,2,1,4899016,Url,3100,121444.91666667,39.175779569892,5896,0.52578018995929,0.47983870967742,3,3.4576757401285,28.17
0_7qbbp88n,Zanahoria,"Bryan Giles",1573593309,2,1,6030200,Url,2306,85542.833333333,37.09576467187,4882,0.47234739860713,0.36914570685169,3,3.4572967570325,37.159150043365
1_5vnz2ep5,"Vichada, la custodia de la vida","Bryan Giles",1567205620,2,1,3109000,Url,2227,42922.05,19.273484508307,3993,0.55772602053594,0.37202514593624,3,3.4522834568676,37.854512797485
0_65s2g6y3,Ariel,"Bryan Giles",1554403914,2,1,633000,Url,296,1717.9666666667,5.8039414414414,476,0.6218487394958,0.55067567567568,3,3.4401331927898,59.266891891892
1_lrejx7mr,Tántalo,"Yenny Alexandra Chaverra",1590072024,2,1,320000,Upload,598,2362.6666666667,3.9509476031215,918,0.65141612200436,0.74080267558528,2,3.4352329776729,80.652173913043
0_66y5gqtf,"El día de la cabra","Bryan Giles",1569085869,2,1,4545678,Url,1235,44421.483333333,35.968812415655,2905,0.42512908777969,0.4748987854251,3,3.4329570769322,48.331174089069
0_28lyq9de,"Sol Negro","Bryan Giles",1556047657,2,1,2556000,Url,2308,36753.15,15.924241767764,5518,0.41826748822037,0.37380849220104,3,3.4218009724896,35.716637781629
0_dx9f57rg,Sardón,"Bryan Giles",1575948879,2,1,531000,Url,1622,8969.5333333333,5.5299219071106,2747,0.59046232253367,0.62515413070284,2,3.4130046832282,68.150431565968
0_spro9o9a,Profilaxia,"Yenny Alexandra Chaverra",1585015826,2,1,214000,Upload,1699,4020.1666666667,2.3661958014518,2556,0.66471048513302,0.66450853443202,2,3.3979518161406,66.675103001766
0_6cnmbz1t,"Sin título","Bryan Giles",1519174255,2,1,1147000,Url,2971,25732.666666667,8.6612812745428,5150,0.5768932038835,0.45321440592393,3,3.3888235380296,26.878828677213
1_gy4om2wn,Nestor,"Yenny Alexandra Chaverra",1590071454,2,1,360000,Upload,563,2385,4.2362344582593,917,0.61395856052345,0.70603907637655,2,3.3765013043415,78.699822380107
0_awvwxgc7,"La abuela grillo","Bryan Giles",1503521686,2,1,761000,Url,4579,33377.783333333,7.2893171725995,7235,0.63289564616448,0.57518017034287,2,3.3579375269037,32.414064206159
0_ovs4o3n3,Pétalos,"Bryan Giles",1526402567,2,1,457000,Url,2210,11247.2,5.0892307692308,3536,0.625,0.66911764705882,3,3.3552977825058,34.167873303167
1_m8i4hnts,Savage,"Yenny Alexandra Chaverra",1591193892,2,1,202000,Upload,650,1589.4,2.4452307692308,953,0.68205666316894,0.72730769230769,2,3.3429404326278,76.370769230769
1_hndnnixt,"Purús - Manu: latidos de la selva","Bryan Giles",1569018639,2,1,3059000,Url,1566,30979.933333333,19.782843763304,2966,0.527983816588,0.38809067688378,3,3.3389700573515,40.818007662835
1_fzsavg93,"El tren deja dos pueblos","Yenny Alexandra Chaverra",1585272018,2,1,492000,Upload,1068,5951.15,5.5722378277154,1813,0.58907887479316,0.67954119850187,2,3.3356525827249,71.338951310861
1_wxll6bao,"Todo es un fragmento","Bryan Giles",1567205500,2,1,3317000,Url,2395,45546.533333333,19.017341684064,5412,0.44253510716925,0.34405010438413,3,3.3340306519832,31.219206680585
0_banqjwfx,Irma,"Bryan Giles",1541016373,2,1,338000,Url,1676,6486.6,3.8702863961814,2660,0.63007518796992,0.6875,3,3.3078653836814,38.326372315036
1_6tpkbngq,"La defensa del dragón","Bryan Giles",1563815170,2,1,4891772,Url,605,23556.483333333,38.936336088154,1162,0.52065404475043,0.47768595041322,3,3.3007352160502,50.186776859504
1_ae8wrsoh,"Se venden conejos","Yenny Alexandra Chaverra",1587146003,2,1,1031000,Upload,1245,13450.666666667,10.80374832664,2088,0.59626436781609,0.6289156626506,2,3.2969787208891,67.784738955823
0_9w6j5dmm,"El candidato","Bryan Giles",1567532999,2,1,5022616,Url,1176,43603.566666667,37.077862811791,2371,0.49599325179249,0.44302721088435,3,3.2930908818146,43.405612244898
0_zdlik3ml,"Alias la gringa","Bryan Giles",1467386568,2,1,5770138,Url,2765,108155.73333333,39.115997588909,4440,0.62274774774775,0.40678119349005,3,3.2893175478192,25.234719710669
0_3lxs4j67,Vicenta,"Yenny Alexandra Chaverra",1585271162,2,1,315000,Upload,845,2945.3333333333,3.4856015779093,1388,0.60878962536023,0.66449704142012,2,3.2865298113998,71.902958579882
1_hx4vh1v6,Victoria,"Yenny Alexandra Chaverra",1586875562,2,1,465000,Upload,1415,7001.0666666667,4.9477502944641,2493,0.56758924989972,0.63886925795053,2,3.2750624173854,64.980212014134
1_7rxk91m5,Tangible,"Yenny Alexandra Chaverra",1591193892,2,1,585000,Upload,593,3937.9666666667,6.6407532321529,938,0.63219616204691,0.68170320404722,2,3.2723171456719,74.192242833052
0_penhks1l,"Down with music","Bryan Giles",1553020861,2,1,795000,Url,320,2036.0333333333,6.3626041666667,554,0.57761732851986,0.48046875,3,3.268390159498,52.125
1_21dmohsp,Gravedad,"Yenny Alexandra Chaverra",1590071292,2,1,635000,Upload,551,3888.0333333333,7.0563218390805,791,0.69658659924147,0.66696914700544,2,3.2487524331628,73.725952813067
0_17tf270h,"Verde olivo","Bryan Giles",1544560413,2,1,717000,Url,989,7431.4333333333,7.5140883046849,1786,0.55375139977604,0.62917087967644,3,3.2440391753737,43.564206268959
0_7andmjh2,"El palacio","Bryan Giles",1556763034,2,1,2208000,Url,1545,22788.4,14.749773462783,2893,0.53404770134808,0.40080906148867,3,3.2407861995007,37.128802588997
1_pj59upmn,"Bajo la niebla","Bryan Giles",1562171238,2,1,2426000,Url,1863,24659.666666667,13.236536052961,4339,0.42936160405623,0.32742887815352,3,3.2384311674695,33.428341384863
0_g1jyxc3d,Microbús,"Bryan Giles",1556763371,2,1,2637000,Url,1653,29264.933333333,17.704133897963,3015,0.54825870646766,0.40290381125227,3,3.2369391038045,35.750151240169
0_xle1gxd7,"Jericó, el infinito vuelo de los días","Bryan Giles",1531695249,2,1,4674351,Url,1141,44812.633333333,39.274875839907,2138,0.53367633302152,0.50438212094654,3,3.2358015732433,41.510955302366
1_1cthzq5o,"El hombre nuevo","Bryan Giles",1559083945,2,1,4740586,Url,1566,47301.25,30.205140485313,3259,0.48051549555078,0.382343550447,3,3.2220000701228,36.139208173691
0_qiqp9er9,"En busca de aire","Bryan Giles",1552018118,2,1,1570000,Url,812,8821.75,10.864224137931,5428,0.14959469417833,0.41533251231527,3,3.2214397637278,44.667487684729
0_31ad9a84,Monarca,"Bryan Giles",1532989529,2,1,490000,Url,3755,16461.916666667,4.3839991122947,6069,0.61871807546548,0.53735019973369,3,3.2210894932131,11.278561917443
0_iuqfqpkf,Rekonstrukcija,"Bryan Giles",1551213033,2,1,1370000,Url,543,5666.7333333333,10.435972989564,1032,0.52616279069767,0.45718232044199,3,3.2167477810568,47.530386740331
1_kg6yw9d7,"Saakhelu Kiwe Kame","Yenny Alexandra Chaverra",1585276216,2,1,1516000,Upload,1373,20611.283333333,15.011859674678,2650,0.51811320754717,0.59413692643846,2,3.2100990359402,62.857975236708
1_2nergjkp,"OVNIS / La furia de lo real","Yenny Alexandra Chaverra",1591193892,2,1,411000,Upload,262,1216.8166666667,4.6443384223919,407,0.64373464373464,0.67843511450382,2,3.2045849643049,75.236641221374
0_t35uises,Inoa,"Bryan Giles",1554404150,2,1,630000,Url,144,716.2,4.9736111111111,251,0.57370517928287,0.47395833333333,3,3.2032144456803,51.513888888889
0_66zuty5i,"La Sirga","Bryan Giles",1452557244,2,1,5416925,Url,6055,197210.11666667,32.569796311588,10979,0.55150742326259,0.36081750619323,2,3.2009903546163,9.3976878612717
1_4tr930wq,Âme,"Yenny Alexandra Chaverra",1591194112,2,1,392000,Upload,808,3296.0666666667,4.0792904290429,1379,0.5859318346628,0.62438118811881,2,3.2009288111815,68.898514851485
1_cfd1e1po,Patchwork,"Yenny Alexandra Chaverra",1590071822,2,1,503000,Upload,474,2647.5,5.5854430379747,721,0.65742024965326,0.66666666666667,2,3.1929504810085,72.367088607595
1_nexqdc38,"78 revoluciones","Bryan Giles",1584727517,2,1,3126000,Url,1897,32713.966666667,17.245106308206,4475,0.42391061452514,0.33104902477596,3,3.1926203094387,31.210332103321
0_y20405a5,"Dos besos","Yenny Alexandra Chaverra",1585069416,2,1,6170332,Upload,3112,158507.13333333,50.934168808912,5419,0.57427569662299,0.49534061696658,2,3.1874111455995,42.229434447301
0_j8rhprlc,"El año del cerdo","Bryan Giles",1479828193,2,1,587000,Url,1315,7908.3333333333,6.0139416983523,2335,0.56316916488223,0.61501901140684,3,3.1836894032027,37.453231939164
1_ik028da4,"Vever (for Bárbara)","Yenny Alexandra Chaverra",1591803154,2,1,716000,Upload,76,671.25,8.8322368421053,191,0.3979057591623,0.74013157894737,2,3.1788306245705,76.315789473684
0_mgqmr1wn,"Río de pájaros pintados","Bryan Giles",1567712529,2,1,3487000,Url,1412,33135.583333333,23.46712700661,2470,0.57165991902834,0.4038597733711,3,3.1781877836437,36.133144475921
1_uemzz3qk,"La tierra del agua","Bryan Giles",1567205753,2,1,3182000,Url,1463,27188.866666667,18.584324447482,3044,0.48061760840999,0.35047846889952,3,3.1774419511441,35.524948735475
1_yowgywgw,"El peñón","Bryan Giles",1567205856,2,1,3080000,Url,901,19878.833333333,22.063078061413,2167,0.41578218735579,0.42980022197558,3,3.1651681804855,41.407325194229
1_w6x6eeii,"Cita con la trocha","Bryan Giles",1567205905,2,1,4652745,Url,1915,47372.866666667,24.737789382071,4129,0.46379268588036,0.31906005221932,3,3.1615513667396,29.763446475196
0_q8xgnfll,"Una noche sin luna","Bryan Giles",1541801886,2,1,4723543,Url,2365,72333.366666667,30.584933051445,4598,0.51435406698565,0.38858350951374,3,3.1604362754692,24.615644820296
0_he1rjau5,"El libro de Lila","Bryan Giles",1569086067,2,1,4578070,Url,1388,38508.15,27.743623919308,2477,0.56035526846992,0.36365273775216,3,3.158742948086,35.627521613833
1_kzplyxfy,"La última trinchera","Yenny Alexandra Chaverra",1581615535,3,1,598000,Upload,1,9.9666666666667,9.9666666666667,4,0.25,1,1,3.1248254490319,100
1_w25lamgk,Fin,"CCD Dimtec",1579547054,2,1,1211000,Url,1,15.133333333333,15.133333333333,6,0.16666666666667,0.75,2,3.1246725627114,75
1_jwegg25p,Oliva,"CCD Dimtec",1579547096,2,1,1291000,Url,1,16.133333333333,16.133333333333,6,0.16666666666667,0.75,2,3.1246725627114,75
1_i0ytu233,Soma,"CCD Dimtec",1579548818,2,1,195000,Url,1,2.4333333333333,2.4333333333333,5,0.2,0.75,2,3.1246725627114,75
1_l3actq2x,Apaporis,"Yenny Alexandra Chaverra",1585275528,2,1,4267248,Upload,1,53.333333333333,53.333333333333,2,0.5,0.75,2,3.1246725627114,75
1_86wr46qv,Madre,"CCD Dimtec",1579547074,2,1,541000,Url,1,6.75,6.75,7,0.14285714285714,0.75,2,3.1246725627114,75
1_axkr9h0k,"Los viejos heraldos","CCD Dimtec",1579548716,2,1,1380000,Url,1,17.25,17.25,4,0.25,0.75,2,3.1246725627114,75
1_gti3kw3p,"La espera","CCD Dimtec",1579548647,2,1,783000,Url,1,9.7833333333333,9.7833333333333,5,0.2,0.75,2,3.1246725627114,75
0_m0lwvgxb,"La Playa D.C.","Bryan Giles",1452557173,2,1,5336858,Url,5487,208148.5,37.934845999635,9498,0.57770056854075,0.42655367231638,2,3.1203729403912,12.614361217423
1_8vlbp6o7,"El día menos pensado","Bryan Giles",1530830285,2,1,653000,Url,1703,10855.066666667,6.3740849481307,3201,0.53202124336145,0.58617146212566,3,3.1180185357594,30.42630651791
