"# ------------------------------------"
"Report: Metrics over time"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-03-04 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"# ------------------------------------"
date_id,count_plays,sum_time_viewed,unique_known_users,avg_view_drop_off,avg_completion_rate,count_loads
20181118,481,11035,1,0.48648648648649,0,878
20181117,385,7907.75,1,0.48116883116883,0,694
20181116,277,5980.9,1,0.46841155234657,0,517
20181115,302,6015.8333333333,1,0.45281456953642,0,534
20181114,304,8108.5166666667,2,0.51233552631579,0,559
20181113,426,8656.85,1,0.4037558685446,0,730
20181112,526,11510.55,1,0.44106463878327,0,917
20181111,666,12862.016666667,1,0.43881381381381,0,1244
20181110,571,11794.216666667,1,0.39973730297723,0,1071
20181109,374,6988.85,2,0.40374331550802,0,655
20181108,413,7225.85,1,0.46307506053269,0,748
20181107,383,6583,1,0.42754569190601,0,589
20181106,432,6660.75,1,0.44097222222222,0,796
20181105,577,12552.4,1,0.46923743500867,0,937
20181104,631,12674.883333333,1,0.41957210776545,0,1096
20181103,548,10772.766666667,1,0.49589416058394,0,908
20181102,469,8740.8166666667,2,0.4680170575693,0,771
20181101,452,10202.283333333,2,0.51106194690265,0,848
20181031,339,7658.5666666667,2,0.41666666666667,0,598
20181030,442,8262.6,1,0.40893665158371,0,731
20181029,500,11583.233333333,1,0.422,0,909
20181028,603,16101.1,1,0.47761194029851,0,1001
20181027,598,14402.683333333,1,0.44941471571906,0,1047
20181026,492,9744.5166666667,1,0.46189024390244,0,885
20181025,510,9129.7666666667,2,0.42843137254902,0,893
20181024,596,10971.4,1,0.43456375838926,0,1005
20181023,650,10247.133333333,2,0.43115384615385,0,991
20181022,522,11689.533333333,1,0.46024904214559,0,868
20181021,910,19983.333333333,1,0.4521978021978,0,1514
20181020,763,16678.716666667,1,0.45314547837484,0,1241
20181019,567,11623.383333333,1,0.46252204585538,0,904
20181018,665,11965.633333333,1,0.41954887218045,0,1123
20181017,514,10562.9,2,0.44455252918288,0,862
20181016,574,11450.566666667,1,0.41768292682927,0,1135
20181015,886,21880.416666667,1,0.46218961625282,0,1495
20181014,935,21548.016666667,1,0.46470588235294,0,1560
20181013,820,16914.516666667,1,0.43993902439024,0,1373
20181012,694,13784.8,1,0.44272334293948,0,1207
20181011,605,11342.433333333,2,0.40495867768595,0,1314
20181010,593,10524.166666667,2,0.39924114671164,0,1160
20181009,679,13472.3,1,0.41237113402062,0,1205
20181008,695,13416.366666667,1,0.38525179856115,0,1396
20181007,1067,23907.233333333,1,0.41283973758201,0,2185
20181006,1011,21458.183333333,1,0.44287833827893,0,1922
20181005,770,14529.866666667,1,0.41915584415584,0,1429
20181004,765,16116.166666667,1,0.43235294117647,0,1460
20181003,799,16369.533333333,2,0.39580725907384,0,1567
20181002,836,17343.933333333,1,0.39294258373206,0,1480
20181001,1021,20002.533333333,1,0.38516160626836,0,1888
20180930,1692,38368.066666667,1,0.43055555555556,0,2858
20180929,1493,33775.866666667,1,0.42632283991962,0,2623
20180928,1172,24583.916666667,1,0.42470136518771,0,2059
20180927,1066,18821.15,1,0.36116322701689,0,1858
20180926,1187,19891.016666667,3,0.40501263689975,0,2103
20180925,1269,22253.75,1,0.4139085894405,0,2366
20180924,1228,23070.433333333,1,0.44645765472313,0,2239
20180923,2454,70776.25,1,0.51171556642217,0,4349
20180922,2072,54648.983333333,1,0.47623069498069,0,3801
20180921,1583,31833.75,1,0.44472520530638,0,2905
20180920,1391,27925.833333333,2,0.47106398274623,0,2587
20180919,1485,28886.366666667,2,0.49949494949495,0,2739
20180918,1449,30283.233333333,1,0.49982746721877,0,2674
20180917,1703,36810.616666667,1,0.5071931884909,0,3274
20180916,3212,76727.683333333,1,0.52085927770859,0,5791
20180915,3485,86513.566666667,1,0.5032281205165,0,6183
20180914,2952,64055.75,1,0.48416327913279,0,5329
20180913,2884,58227.85,1,0.45162968099861,0,5584
20180912,3701,75930.083333333,2,0.44839232639827,0,6970
20180911,4246,79907.85,1,0.44653791804051,0,8164
20180910,5444,93355,1,0.42128949301984,0,10316
20180909,9274,171046.68333333,1,0.43700129394005,0,17976
20180908,7458,125795,1,0.39980557790292,0,13530
20180907,1607,23535.933333333,1,0.35376477909147,0,2756
20180906,287,6814.3,1,0.47996515679443,0,533
20180905,290,5846.3166666667,2,0.45431034482759,0,467
20180904,219,5966.35,1,0.51712328767123,0,468
20180903,297,7669.15,2,0.48821548821549,0,512
20180902,395,12954.116666667,1,0.53354430379747,0,725
20180901,252,7176.9,1,0.49206349206349,0,484
20180831,214,5236.7166666667,1,0.47897196261682,0,438
20180830,310,7016.3333333333,1,0.46451612903226,0,482
20180829,282,6335.7,1,0.45921985815603,0,505
20180828,257,7014.3333333333,1,0.46108949416342,0,453
20180827,350,7759.0166666667,1,0.41357142857143,0,591
20180826,397,10761.466666667,1,0.53400503778338,0,714
20180825,363,10569.166666667,1,0.52479338842975,0,666
20180824,293,8624.5166666667,1,0.49402730375427,0,460
20180823,302,8907.8,1,0.46937086092715,0,578
20180822,352,11364.283333333,3,0.47372159090909,0,537
20180821,223,7264.1166666667,1,0.46076233183857,0,409
20180820,357,11461.533333333,1,0.54761904761905,0,661
20180819,324,9316.7166666667,1,0.46064814814815,0,608
20180818,311,9106.05,1,0.5040192926045,0,579
20180817,250,6080.5,1,0.451,0,522
20180816,277,7985.1666666667,1,0.47111913357401,0,514
20180815,349,6959.2333333333,1,0.41905444126074,0,704
20180814,241,6154.3333333333,1,0.48029045643154,0,392
20180813,188,5946.5666666667,1,0.55053191489362,0,322
20180812,242,6021.05,1,0.46177685950413,0,448
20180811,153,4657.65,1,0.50326797385621,0,261
20180810,152,4383.7666666667,1,0.54111842105263,0,291
20180809,191,4107.85,2,0.42015706806283,0,385
20180808,157,3833.2166666667,2,0.42197452229299,0,342
20180807,214,6932.9666666667,1,0.50934579439252,0,402
20180806,138,3659.5666666667,1,0.46376811594203,0,327
20180805,213,8168.45,1,0.57042253521127,0,389
20180804,234,6564.35,1,0.48824786324786,0,458
20180803,223,6635.6166666667,2,0.45067264573991,0,386
20180802,276,7936.0333333333,1,0.42934782608696,0,529
20180801,339,11107.983333333,1,0.49557522123894,0,644
20180731,334,10147.933333333,1,0.47904191616766,0,620
20180730,383,11204.8,2,0.45365535248042,0,723
20180729,527,18643.866666667,1,0.4938330170778,0,970
20180728,385,13115.333333333,1,0.45779220779221,0,677
20180727,355,11386.433333333,1,0.38169014084507,0,688
20180726,319,8524.2333333333,1,0.42006269592476,0,623
20180725,180,4176.6166666667,1,0.42777777777778,0,374
20180724,220,5188.4166666667,2,0.45113636363636,0,431
20180723,247,5905.3333333333,2,0.48481781376518,0,403
20180722,210,5710.65,1,0.53928571428571,0,349
20180721,185,3926.4833333333,1,0.54459459459459,0,289
20180720,172,3835.2333333333,1,0.48401162790698,0,269
20180719,157,3718.3333333333,1,0.53503184713376,0,257
20180718,179,4632.2166666667,1,0.49581005586592,0,288
20180717,127,2929.5833333333,1,0.48622047244094,0,213
20180716,177,4138.3,1,0.45621468926554,0,264
20180715,203,5918.45,1,0.47536945812808,0,328
20180714,165,3709.6666666667,1,0.44545454545455,0,262
20180713,193,4399.0833333333,2,0.41062176165803,0,335
20180712,131,2728.3166666667,1,0.49045801526718,0,224
20180711,153,3209.4333333333,1,0.51143790849673,0,288
20180710,155,3466.4166666667,1,0.53548387096774,0,264
20180709,195,5783.1666666667,1,0.51282051282051,0,418
20180708,311,10186.583333333,1,0.4935691318328,0,598
20180707,231,6129.9333333333,1,0.49675324675325,0,387
20180706,121,2577.55,1,0.48553719008264,0,214
