"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-07-12 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_kxw25lb1"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
EC,Ecuador,'-1.25/-78.25,102,57,48,33,26,0.25490196078431,1,0.40196078431373,140
CO,Colombia,4/-73.25,28,12,8,6,5,0.17857142857143,2,0.27678571428571,102
MX,Mexico,23/-102,12,8,3,1,1,0.083333333333333,1,0.27083333333333,26
PE,Peru,'-10/-75.25,5,3,0,0,0,0,1,0.15,6
UY,Uruguay,'-33/-56,1,1,0,0,0,0,1,0.25,7
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,19
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,14
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,5
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,4

