"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2018-10-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_89x9b2fq"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
EC,Ecuador,'-1.25/-78.25,374,189,144,116,72,0.19251336898396,1,0.34826203208556,522
CO,Colombia,4/-73.25,141,50,35,24,12,0.085106382978723,2,0.2145390070922,339
MX,Mexico,23/-102,33,9,5,3,0,0,1,0.12878787878788,68
AR,Argentina,'-34/-64,32,8,4,4,3,0.09375,1,0.1484375,69
PE,Peru,'-10/-75.25,29,8,5,1,0,0,1,0.12068965517241,42
UY,Uruguay,'-33/-56,17,5,4,4,1,0.058823529411765,1,0.20588235294118,41
CL,Chile,'-30/-71,11,6,6,4,1,0.090909090909091,1,0.38636363636364,13
BR,Brazil,'-10/-55,10,2,2,1,0,0,1,0.125,24
FR,France,46/2,6,3,2,1,0,0,1,0.25,11
US,"United States",39.76/-98.5,5,5,5,5,2,0.4,1,0.85,23
BO,"Bolivia, Plurinational State of",'-17/-65,4,1,1,0,0,0,1,0.125,6
ES,Spain,40/-4,4,2,2,2,1,0.25,1,0.4375,15
GT,Guatemala,15.5/-90.25,3,1,1,1,0,0,1,0.25,3
DE,Germany,51.5/10.5,2,1,1,0,0,0,1,0.25,7
BE,Belgium,50.75/4.5,1,1,1,0,0,0,1,0.5,4
CA,Canada,60.10867/-113.64258,1,0,0,0,0,0,1,0,6
CW,Curacao,12.16667/-68.96667,1,0,0,0,0,0,1,0,1
IL,Israel,31.5/34.75,1,0,0,0,0,0,1,0,1
PA,Panama,9/-80,1,0,0,0,0,0,1,0,2
SE,Sweden,62/15,1,1,1,1,0,0,1,0.75,3
UK,"United Kingdom",54.75844/-2.69531,1,1,0,0,0,0,1,0.25,3
AT,Austria,47.33333/13.33333,0,0,0,0,0,0,0,0,1
SV,"El Salvador",13.83333/-88.91667,0,0,0,0,0,0,0,0,1
FI,Finland,64/26,0,0,0,0,0,0,0,0,1
ID,Indonesia,'-5/120,0,0,0,0,0,0,0,0,1
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,3
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,2
RU,"Russian Federation",60/100,0,0,0,0,0,0,0,0,1

