"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2018-04-13 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_7w3k9z49"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,24,12,8,8,6,0.25,2,0.35416666666667,73
UY,Uruguay,'-33/-56,11,7,7,6,4,0.36363636363636,1,0.54545454545455,36
EC,Ecuador,'-1.25/-78.25,9,4,4,4,3,0.33333333333333,1,0.41666666666667,13
MX,Mexico,23/-102,8,2,2,2,1,0.125,1,0.21875,17
AR,Argentina,'-34/-64,6,4,3,2,2,0.33333333333333,1,0.45833333333333,11
BR,Brazil,'-10/-55,5,1,1,1,1,0.2,1,0.2,13
PE,Peru,'-10/-75.25,4,3,2,1,1,0.25,1,0.4375,10
BO,"Bolivia, Plurinational State of",'-17/-65,2,0,0,0,0,0,1,0,3
CR,"Costa Rica",10/-84,1,0,0,0,0,0,1,0,1
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,4
FR,France,46/2,0,0,0,0,0,0,0,0,2
NO,Norway,62/10,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,3

