"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-05-03 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_edwvv48x"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CL,Chile,'-30/-71,118,80,75,73,36,0.30508474576271,1,0.55932203389831,157
CO,Colombia,4/-73.25,84,52,46,44,19,0.22619047619048,1,0.47916666666667,199
PE,Peru,'-10/-75.25,24,18,15,14,7,0.29166666666667,1,0.5625,28
AR,Argentina,'-34/-64,22,13,11,11,7,0.31818181818182,1,0.47727272727273,40
MX,Mexico,23/-102,16,13,12,12,6,0.375,1,0.671875,26
BR,Brazil,'-10/-55,13,9,9,8,4,0.30769230769231,1,0.57692307692308,28
UY,Uruguay,'-33/-56,8,3,1,1,0,0,1,0.15625,12
EC,Ecuador,'-1.25/-78.25,6,6,5,2,0,0,1,0.54166666666667,15
DO,"Dominican Republic",19/-70.66667,2,2,2,2,0,0,1,0.75,3
BO,"Bolivia, Plurinational State of",'-17/-65,1,1,1,1,0,0,1,0.75,1
CR,"Costa Rica",10/-84,1,1,1,1,1,1,1,1,1
GT,Guatemala,15.5/-90.25,1,1,1,0,0,0,1,0.5,1
ES,Spain,40/-4,1,1,1,1,0,0,1,0.75,6
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,1
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,1
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,2
HR,Croatia,45.16667/15.5,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,1
MT,Malta,35.91667/14.43333,0,0,0,0,0,0,0,0,1
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,9

