"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2019-07-22 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_7fhy0das"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,631,387,305,258,58,0.091917591125198,2,0.39936608557845,966
MX,Mexico,23/-102,1,1,1,1,0,0,1,0.75,31
PE,Peru,'-10/-75.25,1,0,0,0,0,0,1,0,11
VE,"Venezuela, Bolivarian Republic of",8/-66,1,0,0,0,0,0,1,0,3
,'-,,0,0,0,0,0,0,0,0,1
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,19
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,1
AT,Austria,47.33333/13.33333,0,0,0,0,0,0,0,0,2
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,11
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,2
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,11
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,5
DK,Denmark,56/10,0,0,0,0,0,0,0,0,1
EC,Ecuador,'-1.25/-78.25,0,0,0,0,0,0,0,0,11
SV,"El Salvador",13.83333/-88.91667,0,0,0,0,0,0,0,0,2
FI,Finland,64/26,0,0,0,0,0,0,0,0,2
FR,France,46/2,0,0,0,0,0,0,0,0,1
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,3
IE,Ireland,53/-8,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,1
NZ,"New Zealand",'-42/174,0,0,0,0,0,0,0,0,1
PA,Panama,9/-80,0,0,0,0,0,0,0,0,2
ES,Spain,40/-4,0,1,1,2,1,0,0,0,12
SE,Sweden,62/15,0,0,0,0,0,0,0,0,2
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,6
US,"United States",39.76/-98.5,0,1,1,1,1,0,0,0,14
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,12

