"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-06-10 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_wonppaq7"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,164,111,88,79,20,0.1219512195122,2,0.45426829268293,344
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,15
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,1
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,3
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,13
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,7
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,4
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,2
EC,Ecuador,'-1.25/-78.25,0,0,0,0,0,0,0,0,55
SV,"El Salvador",13.83333/-88.91667,0,0,0,0,0,0,0,0,1
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,2
MX,Mexico,23/-102,0,0,0,0,0,0,0,0,19
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,2
PA,Panama,9/-80,0,0,0,0,0,0,0,0,5
PE,Peru,'-10/-75.25,0,0,0,0,0,0,0,0,7
PL,Poland,52/20,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
SE,Sweden,62/15,0,0,0,0,0,0,0,0,4
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,3
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,29
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,12
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,3

