"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-07-06 05:00:00 - 2020-08-02 04:59:59 (GMT)"
"Filtered entries: 0_tkqc8qm1"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
UY,Uruguay,'-33/-56,154,87,73,56,31,0.2012987012987,1,0.40097402597403,207
BR,Brazil,'-10/-55,61,24,17,12,3,0.049180327868852,1,0.22950819672131,97
AR,Argentina,'-34/-64,58,41,26,21,15,0.25862068965517,1,0.44396551724138,80
CO,Colombia,4/-73.25,53,28,23,16,6,0.11320754716981,1,0.34433962264151,123
MX,Mexico,23/-102,20,13,9,6,1,0.05,2,0.3625,33
PE,Peru,'-10/-75.25,6,3,2,2,1,0.16666666666667,1,0.33333333333333,16
EC,Ecuador,'-1.25/-78.25,2,2,1,1,0,0,1,0.5,4
PA,Panama,9/-80,1,1,1,1,0,0,1,0.75,1
VE,"Venezuela, Bolivarian Republic of",8/-66,1,2,1,1,0,0,1,1,2
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,1
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,4
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,2
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,6
ES,Spain,40/-4,0,0,0,0,0,0,0,0,4
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,3

