"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-11-22 05:00:00 - 2020-08-02 04:59:59 (GMT)"
"Filtered entries: 0_hpczzbzq"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,48,38,32,32,12,0.25,2,0.59375,77
PE,Peru,'-10/-75.25,16,11,11,9,6,0.375,1,0.578125,26
AR,Argentina,'-34/-64,15,13,12,12,4,0.26666666666667,1,0.68333333333333,26
BR,Brazil,'-10/-55,11,9,7,6,4,0.36363636363636,1,0.59090909090909,16
MX,Mexico,23/-102,7,6,4,4,3,0.42857142857143,2,0.60714285714286,9
UY,Uruguay,'-33/-56,4,3,2,2,1,0.25,1,0.5,12
CU,Cuba,22/-79.5,1,0,0,0,0,0,1,0,1
SV,"El Salvador",13.83333/-88.91667,1,1,1,1,0,0,1,0.75,1
PR,"Puerto Rico",18.24829/-66.49989,1,1,1,1,1,1,1,1,1
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,1
HK,"Hong Kong",22.25/114.16667,0,0,0,0,0,0,0,0,1
LU,Luxembourg,49.75/6.16667,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,1

