"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2019-09-21 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_tx7toq24"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,178,116,98,86,32,0.17977528089888,2,0.46629213483146,275
MX,Mexico,23/-102,21,15,12,10,4,0.19047619047619,1,0.48809523809524,38
AR,Argentina,'-34/-64,20,13,10,10,4,0.2,1,0.4625,27
UY,Uruguay,'-33/-56,14,9,8,7,5,0.35714285714286,1,0.51785714285714,18
PE,Peru,'-10/-75.25,6,1,0,0,0,0,1,0.041666666666667,14
CR,"Costa Rica",10/-84,2,0,0,0,0,0,1,0,4
EC,Ecuador,'-1.25/-78.25,2,1,1,1,0,0,1,0.375,5
CL,Chile,'-30/-71,1,1,1,1,0,0,1,0.75,2
PA,Panama,9/-80,1,1,1,1,0,0,1,0.75,2
VE,"Venezuela, Bolivarian Republic of",8/-66,1,1,1,1,0,0,1,0.75,1
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,2
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,5
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,1
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,1
NZ,"New Zealand",'-42/174,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,3
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,11

