"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2018-02-13 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_0tqfpawb"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,31,11,9,7,3,0.096774193548387,2,0.24193548387097,62
BR,Brazil,'-10/-55,19,6,6,5,1,0.052631578947368,1,0.23684210526316,33
MX,Mexico,23/-102,17,6,6,5,0,0,1,0.25,23
AR,Argentina,'-34/-64,8,2,1,1,0,0,1,0.125,20
PE,Peru,'-10/-75.25,7,4,3,2,1,0.14285714285714,1,0.35714285714286,11
CL,Chile,'-30/-71,4,3,2,1,1,0.25,1,0.4375,6
BO,"Bolivia, Plurinational State of",'-17/-65,1,1,1,0,0,0,1,0.5,2
DO,"Dominican Republic",19/-70.66667,1,0,0,0,0,0,1,0,1
UY,Uruguay,'-33/-56,1,0,0,0,0,0,1,0,3
AT,Austria,47.33333/13.33333,0,0,0,0,0,0,0,0,1
EC,Ecuador,'-1.25/-78.25,0,0,0,0,0,0,0,0,1
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,1
SE,Sweden,62/15,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,3
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,1

