"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-04-25 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_gve5fv5f"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,48,35,32,29,10,0.20833333333333,1,0.55208333333333,81
EC,Ecuador,'-1.25/-78.25,32,28,25,25,11,0.34375,1,0.6953125,42
BR,Brazil,'-10/-55,20,17,14,13,4,0.2,1,0.6,30
AR,Argentina,'-34/-64,15,13,12,11,4,0.26666666666667,1,0.66666666666667,20
UY,Uruguay,'-33/-56,14,11,10,7,2,0.14285714285714,1,0.53571428571429,20
PE,Peru,'-10/-75.25,11,9,9,9,5,0.45454545454545,1,0.72727272727273,15
CL,Chile,'-30/-71,8,5,4,4,2,0.25,1,0.46875,15
MX,Mexico,23/-102,5,2,2,2,2,0.4,1,0.4,8
CA,Canada,60.10867/-113.64258,1,1,1,1,1,1,1,1,3
CR,"Costa Rica",10/-84,1,0,0,0,0,0,1,0,1
FR,France,46/2,1,1,1,1,1,1,1,1,4
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,1
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,1
KR,"Korea, Republic of",36.5/127.75,0,0,0,0,0,0,0,0,1
KW,Kuwait,29.5/47.75,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,5
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,1

