"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2018-11-28 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_bnsyhzup"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,7226,4977,4432,4073,933,0.12911707722115,2,0.49871990035981,10155
US,"United States",39.76/-98.5,24,10,8,6,1,0.041666666666667,1,0.26041666666667,165
,'-,,15,9,8,8,1,0.066666666666667,1,0.43333333333333,20
EC,Ecuador,'-1.25/-78.25,12,0,0,0,0,0,1,0,69
AR,Argentina,'-34/-64,7,6,4,2,0,0,1,0.42857142857143,118
CL,Chile,'-30/-71,4,5,3,2,2,0.5,1,0.75,40
MX,Mexico,23/-102,4,1,1,1,0,0,1,0.1875,76
ES,Spain,40/-4,3,2,2,1,0,0,1,0.41666666666667,48
BR,Brazil,'-10/-55,1,1,1,1,0,0,1,0.75,41
DO,"Dominican Republic",19/-70.66667,1,0,0,0,0,0,1,0,4
TR,Turkey,39/35,1,0,0,0,0,0,1,0,3
UY,Uruguay,'-33/-56,1,0,0,0,0,0,1,0,15
AW,Aruba,12.5/-69.96667,0,0,0,0,0,0,0,0,1
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,2
AT,Austria,47.33333/13.33333,0,0,0,0,0,0,0,0,3
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,2
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,21
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,2
SV,"El Salvador",13.83333/-88.91667,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,18
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,9
GT,Guatemala,15.5/-90.25,0,0,0,0,0,0,0,0,2
HU,Hungary,47/20,0,0,0,0,0,0,0,0,1
IN,India,22/79,0,0,0,0,0,0,0,0,2
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,2
JP,Japan,35.68536/139.75309,0,0,0,0,0,0,0,0,1
LU,Luxembourg,49.75/6.16667,0,0,0,0,0,0,0,0,2
MT,Malta,35.91667/14.43333,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,4
NZ,"New Zealand",'-42/174,0,0,0,0,0,0,0,0,5
NO,Norway,62/10,0,0,0,0,0,0,0,0,1
PA,Panama,9/-80,0,0,0,0,0,0,0,0,17
PE,Peru,'-10/-75.25,0,4,1,0,0,0,0,0,49
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,1
RU,"Russian Federation",60/100,0,0,0,0,0,0,0,0,3
SG,Singapore,1.36667/103.8,0,0,0,0,0,0,0,0,3
SK,Slovakia,48.66667/19.5,0,0,0,0,0,0,0,0,1
SE,Sweden,62/15,0,0,0,0,0,0,0,0,11
UG,Uganda,1.25/32.5,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,12

