"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-08-25 05:00:00 - 2020-08-02 04:59:59 (GMT)"
"Filtered entries: 0_etjhtppy"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,444,213,167,137,111,0.25,2,0.3536036036036,760
AR,Argentina,'-34/-64,60,36,24,22,17,0.28333333333333,1,0.4125,109
BR,Brazil,'-10/-55,51,20,11,6,5,0.098039215686275,1,0.20588235294118,84
MX,Mexico,23/-102,48,28,22,17,13,0.27083333333333,2,0.41666666666667,70
UY,Uruguay,'-33/-56,14,12,4,2,2,0.14285714285714,1,0.35714285714286,26
EC,Ecuador,'-1.25/-78.25,10,5,4,3,3,0.3,1,0.375,18
CL,Chile,'-30/-71,5,0,0,0,0,0,1,0,10
PA,Panama,9/-80,3,2,2,2,1,0.33333333333333,1,0.58333333333333,4
PE,Peru,'-10/-75.25,3,0,0,0,0,0,1,0,6
DO,"Dominican Republic",19/-70.66667,1,1,1,1,1,1,1,1,2
NZ,"New Zealand",'-42/174,1,1,1,1,1,1,1,1,2
PR,"Puerto Rico",18.24829/-66.49989,1,1,1,1,0,0,1,0.75,1
UK,"United Kingdom",54.75844/-2.69531,1,0,0,0,0,0,1,0,5
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,2
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,2
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,2
CN,China,35/105,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,3
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,3
HK,"Hong Kong",22.25/114.16667,0,0,0,0,0,0,0,0,1
HU,Hungary,47/20,0,0,0,0,0,0,0,0,2
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,2
KR,"Korea, Republic of",36.5/127.75,0,0,0,0,0,0,0,0,1
NL,Netherlands,52.25/5.75,0,0,0,0,0,0,0,0,3
NO,Norway,62/10,0,0,0,0,0,0,0,0,1
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,9
SE,Sweden,62/15,0,0,0,0,0,0,0,0,5
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,23
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,1

