"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2019-05-28 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_9r1bacrr"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,270,206,184,171,101,0.37407407407407,2,0.61296296296296,467
EC,Ecuador,'-1.25/-78.25,2,0,0,0,0,0,1,0,55
US,"United States",39.76/-98.5,2,0,0,0,0,0,1,0,18
MX,Mexico,23/-102,1,1,1,1,1,1,1,1,24
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,27
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,1
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,6
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,10
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,1
FI,Finland,64/26,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,3
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,5
GR,Greece,39/22,0,0,0,0,0,0,0,0,2
IL,Israel,31.5/34.75,0,0,0,0,0,0,0,0,1
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,2
PA,Panama,9/-80,0,0,0,0,0,0,0,0,1
PE,Peru,'-10/-75.25,0,0,0,0,0,0,0,0,14
RU,"Russian Federation",60/100,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,2
SE,Sweden,62/15,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,3
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,9
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,2
VN,"Viet Nam",16.16667/107.83333,0,0,0,0,0,0,0,0,1

