"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-06-10 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_afna46i9"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,142,62,42,34,24,0.16901408450704,2,0.28521126760563,318
AR,Argentina,'-34/-64,0,0,0,0,0,0,0,0,18
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,3
BR,Brazil,'-10/-55,0,0,0,0,0,0,0,0,14
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,9
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,12
CR,"Costa Rica",10/-84,0,0,0,0,0,0,0,0,1
EC,Ecuador,'-1.25/-78.25,0,0,0,0,0,0,0,0,13
FR,France,46/2,0,0,0,0,0,0,0,0,3
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,2
MX,Mexico,23/-102,0,0,0,0,0,0,0,0,38
PA,Panama,9/-80,0,0,0,0,0,0,0,0,3
PE,Peru,'-10/-75.25,0,0,0,0,0,0,0,0,11
PL,Poland,52/20,0,0,0,0,0,0,0,0,2
ES,Spain,40/-4,0,0,0,0,0,0,0,0,2
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,2
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,7
UY,Uruguay,'-33/-56,0,0,0,0,0,0,0,0,11
VE,"Venezuela, Bolivarian Republic of",8/-66,0,0,0,0,0,0,0,0,1

