"# ------------------------------------"
"Report: Top Domains"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_w7q3tbmh"
"# ------------------------------------"
object_id,domain_name,count_plays,sum_time_viewed,avg_time_viewed,count_loads,load_play_ratio,avg_view_drop_off,avg_completion_rate
www.retinalatina.org,www.retinalatina.org,440,8731.4666666667,19.844242424242,829,0.5307599517491,0.41363636363636,7.9068181818182
retinalatina.org,retinalatina.org,376,6440.8166666667,17.129831560284,802,0.46882793017456,0.35704787234043,0
Unknown,Unknown,6,47.966666666667,7.9944444444444,10,0.6,0.16666666666667,0
cdnapi.kaltura.com,cdnapi.kaltura.com,2,1.6666666666667,0.83333333333333,3,0.66666666666667,0.5,0
kmc.kaltura.com,kmc.kaltura.com,2,11.983333333333,5.9916666666667,8,0.25,0.125,12.5
www.kaltura.com,www.kaltura.com,2,59.983333333333,29.991666666667,4,0.5,0.625,0
192.168.1.100,192.168.1.100,0,0,0,16,0,0,0
localhost,localhost,0,0,0,27,0,0,0
ret.lat,ret.lat,0,0,0,1,0,0,0
reti.na,reti.na,0,0,0,2,0,0,0

