"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-05-21 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 1_21dmohsp"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,265,226,212,202,99,0.37358490566038,2,0.69716981132075,390
BR,Brazil,'-10/-55,115,86,82,79,34,0.29565217391304,1,0.61086956521739,142
MX,Mexico,23/-102,45,38,37,36,15,0.33333333333333,1,0.7,58
AR,Argentina,'-34/-64,34,27,27,23,12,0.35294117647059,1,0.65441176470588,50
PE,Peru,'-10/-75.25,32,24,21,21,9,0.28125,1,0.5859375,44
CL,Chile,'-30/-71,20,12,11,11,9,0.45,1,0.5375,24
UY,Uruguay,'-33/-56,14,13,13,13,5,0.35714285714286,1,0.78571428571429,19
BO,"Bolivia, Plurinational State of",'-17/-65,11,10,9,8,6,0.54545454545455,1,0.75,17
EC,Ecuador,'-1.25/-78.25,11,9,9,8,4,0.36363636363636,1,0.68181818181818,18
CR,"Costa Rica",10/-84,3,2,2,2,1,0.33333333333333,1,0.58333333333333,4
GT,Guatemala,15.5/-90.25,1,1,1,1,0,0,1,0.75,1
BE,Belgium,50.75/4.5,0,0,0,0,0,0,0,0,2
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,2
FR,France,46/2,0,0,0,0,0,0,0,0,4
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,2
IE,Ireland,53/-8,0,0,0,0,0,0,0,0,1
LT,Lithuania,55.41667/24,0,0,0,0,0,0,0,0,1
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,3
ES,Spain,40/-4,0,0,0,0,0,0,0,0,3
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,5

