"# ------------------------------------"
"Report: Top Domains"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2016-01-01 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_0zor601w"
"# ------------------------------------"
object_id,domain_name,count_plays,sum_time_viewed,avg_time_viewed,count_loads,load_play_ratio,avg_view_drop_off,avg_completion_rate
www.retinalatina.org,www.retinalatina.org,1709,50829.25,29.742100643651,3965,0.43102143757881,0.33265067290813,17.648332358104
Unknown,Unknown,37,625.81666666667,16.913963963964,37,1,0.18918918918919,11.297297297297
retinalatina.org,retinalatina.org,10,22.35,2.235,25,0.4,0.025,0
cdnapisec.kaltura.com,cdnapisec.kaltura.com,2,22.35,11.175,3,0.66666666666667,0.125,21
localhost,localhost,2,0,0,67,0.029850746268657,0,0
www.kaltura.com,www.kaltura.com,2,134.11666666667,67.058333333333,2,1,0.75,0
kmc.kaltura.com,kmc.kaltura.com,0,0,0,10,0,0,0
reti.na,reti.na,0,0,0,2,0,0,0

