"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2018-12-06 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_dnouswch"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,97,68,59,54,31,0.31958762886598,1,0.54639175257732,184
MX,Mexico,23/-102,5,1,1,1,0,0,2,0.15,12
UY,Uruguay,'-33/-56,4,1,0,0,0,0,1,0.0625,6
AR,Argentina,'-34/-64,2,1,0,0,0,0,1,0.125,5
EC,Ecuador,'-1.25/-78.25,2,1,1,1,1,0.5,1,0.5,4
PE,Peru,'-10/-75.25,2,1,1,1,0,0,1,0.375,3
BO,"Bolivia, Plurinational State of",'-17/-65,1,0,0,0,0,0,1,0,1
BR,Brazil,'-10/-55,1,0,0,0,0,0,1,0,3
US,"United States",39.76/-98.5,1,1,1,1,0,0,1,0.75,1
FR,France,46/2,0,0,0,0,0,0,0,0,1
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,1
NO,Norway,62/10,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1

