"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2019-11-06 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_99ozbtnt"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,103,47,31,29,14,0.13592233009709,2,0.29368932038835,219
EC,Ecuador,'-1.25/-78.25,28,9,6,3,0,0,1,0.16071428571429,51
AR,Argentina,'-34/-64,22,15,10,7,2,0.090909090909091,1,0.38636363636364,52
MX,Mexico,23/-102,21,15,8,6,3,0.14285714285714,1,0.38095238095238,41
UY,Uruguay,'-33/-56,13,9,3,3,2,0.15384615384615,1,0.32692307692308,20
BR,Brazil,'-10/-55,4,3,2,2,1,0.25,1,0.5,8
CL,Chile,'-30/-71,2,0,0,0,0,0,1,0,2
BO,"Bolivia, Plurinational State of",'-17/-65,1,0,0,0,0,0,1,0,2
CR,"Costa Rica",10/-84,1,0,0,0,0,0,1,0,2
PA,Panama,9/-80,1,1,1,1,0,0,1,0.75,1
VE,"Venezuela, Bolivarian Republic of",8/-66,1,1,0,0,0,0,1,0.25,2
FR,France,46/2,0,0,0,0,0,0,0,0,1
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,1
PE,Peru,'-10/-75.25,0,0,0,0,0,0,0,0,10
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,2
ES,Spain,40/-4,0,0,0,0,0,0,0,0,3
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,7

