"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-01-19 05:00:00 - 2020-08-02 04:59:59 (GMT)"
"Filtered entries: 0_lyuhspys"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,1621,1196,1061,958,507,0.31276989512647,2,0.57402837754473,2651
AR,Argentina,'-34/-64,57,41,35,26,18,0.31578947368421,1,0.52631578947368,108
MX,Mexico,23/-102,43,33,30,27,20,0.46511627906977,1,0.63953488372093,69
BR,Brazil,'-10/-55,31,17,11,11,6,0.19354838709677,1,0.36290322580645,65
EC,Ecuador,'-1.25/-78.25,26,15,14,13,7,0.26923076923077,1,0.47115384615385,46
UY,Uruguay,'-33/-56,18,10,8,7,6,0.33333333333333,1,0.43055555555556,26
CL,Chile,'-30/-71,14,7,6,6,3,0.21428571428571,1,0.39285714285714,26
PE,Peru,'-10/-75.25,11,5,3,2,0,0,1,0.22727272727273,15
CR,"Costa Rica",10/-84,8,5,5,4,3,0.375,1,0.53125,14
VE,"Venezuela, Bolivarian Republic of",8/-66,4,0,0,0,0,0,1,0,6
BO,"Bolivia, Plurinational State of",'-17/-65,3,1,1,1,0,0,1,0.25,3
AW,Aruba,12.5/-69.96667,2,2,2,2,1,0.5,1,0.875,4
DO,"Dominican Republic",19/-70.66667,2,1,1,1,1,0.5,1,0.5,2
BZ,Belize,17.25/-88.75,1,1,1,0,0,0,1,0.5,2
CA,Canada,60.10867/-113.64258,1,0,0,0,0,0,1,0,7
IT,Italy,42.83333/12.83333,1,0,0,0,0,0,1,0,4
SG,Singapore,1.36667/103.8,1,1,1,1,0,0,1,0.75,6
US,"United States",39.76/-98.5,1,1,1,1,1,1,1,1,33
,'-,,0,0,0,0,0,0,0,0,1
AU,Australia,'-25/135,0,0,0,0,0,0,0,0,3
CZ,"Czech Republic",49.75/15,0,0,0,0,0,0,0,0,1
SV,"El Salvador",13.83333/-88.91667,0,0,0,0,0,0,0,0,1
FR,France,46/2,0,0,0,0,0,0,0,0,5
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,19
NO,Norway,62/10,0,0,0,0,0,0,0,0,1
PA,Panama,9/-80,0,0,0,0,0,0,0,0,1
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,2
ES,Spain,40/-4,0,0,0,1,0,0,0,0,20
SE,Sweden,62/15,0,0,0,0,0,0,0,0,2
CH,Switzerland,47.00016/8.01427,0,0,0,0,0,0,0,0,4
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,7

