"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2020-07-01 05:00:00 - 2020-07-31 04:59:59 (GMT)"
"Filtered entries: 1_p5chmlv0"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
CO,Colombia,4/-73.25,29,25,20,20,9,0.31034482758621,1,0.63793103448276,61
MX,Mexico,23/-102,4,2,2,2,1,0.25,1,0.4375,6
PE,Peru,'-10/-75.25,2,0,0,0,0,0,1,0,2
EC,Ecuador,'-1.25/-78.25,1,1,1,1,0,0,1,0.75,1
DE,Germany,51.5/10.5,1,0,0,0,0,0,1,0,2
IL,Israel,31.5/34.75,1,0,0,0,0,0,1,0,1
PA,Panama,9/-80,1,1,1,1,0,0,1,0.75,2
PT,Portugal,39.6945/-8.13057,1,1,1,1,0,0,1,0.75,1
UY,Uruguay,'-33/-56,1,1,1,1,0,0,1,0.75,2
CL,Chile,'-30/-71,0,0,0,0,0,0,0,0,1
UK,"United Kingdom",54.75844/-2.69531,0,0,0,0,0,0,0,0,1

