"# ------------------------------------"
"Report: Top Countries"
"Please note that the data below is filtered based on the filter applied in the report"
"Filtered dates: 2017-02-24 05:00:00 - 2020-08-01 04:59:59 (GMT)"
"Filtered entries: 0_ty4vd3s7"
"# ------------------------------------"
object_id,country,coordinates,count_plays,count_plays_25,count_plays_50,count_plays_75,count_plays_100,play_through_ratio,unique_known_users,avg_view_drop_off,count_loads
EC,Ecuador,'-1.25/-78.25,50,33,24,16,5,0.1,1,0.39,59
CO,Colombia,4/-73.25,48,29,17,14,9,0.1875,2,0.359375,99
MX,Mexico,23/-102,22,15,15,10,5,0.22727272727273,1,0.51136363636364,30
BR,Brazil,'-10/-55,18,12,11,6,5,0.27777777777778,1,0.47222222222222,25
AR,Argentina,'-34/-64,15,4,4,4,1,0.066666666666667,1,0.21666666666667,18
UY,Uruguay,'-33/-56,8,2,2,1,1,0.125,1,0.1875,9
PE,Peru,'-10/-75.25,4,2,2,2,1,0.25,1,0.4375,4
GT,Guatemala,15.5/-90.25,2,1,0,0,0,0,1,0.125,4
BO,"Bolivia, Plurinational State of",'-17/-65,0,0,0,0,0,0,0,0,1
CA,Canada,60.10867/-113.64258,0,0,0,0,0,0,0,0,2
DE,Germany,51.5/10.5,0,0,0,0,0,0,0,0,2
IT,Italy,42.83333/12.83333,0,0,0,0,0,0,0,0,3
PT,Portugal,39.6945/-8.13057,0,0,0,0,0,0,0,0,1
ES,Spain,40/-4,0,0,0,0,0,0,0,0,1
US,"United States",39.76/-98.5,0,0,0,0,0,0,0,0,8

